sample interval	    ECG	     BP	(C4-A1)	p (sum)
           7475	  0.040	 64.256	 -0.008	  0.177
           7476	  0.040	 63.000	 -0.007	  0.199
           7477	  0.035	 62.581	 -0.011	  0.197
           7478	  0.035	 62.163	 -0.016	  0.206
           7479	  0.040	 61.535	 -0.018	  0.197
           7480	  0.035	 61.116	 -0.020	  0.186
           7481	  0.030	 60.488	 -0.028	  0.184
           7482	  0.040	 60.070	 -0.034	  0.183
           7483	  0.035	 59.860	 -0.036	  0.174
           7484	  0.045	 59.651	 -0.041	  0.162
           7485	  0.045	 58.814	 -0.047	  0.157
           7486	  0.030	 58.814	 -0.049	  0.162
           7487	  0.050	 57.977	 -0.052	  0.167
           7488	  0.045	 57.977	 -0.055	  0.172
           7489	  0.035	 57.140	 -0.055	  0.183
           7490	  0.040	 57.767	 -0.053	  0.177
           7491	  0.040	 56.930	 -0.055	  0.178
           7492	  0.050	 57.140	 -0.057	  0.172
           7493	  0.050	 56.302	 -0.058	  0.177
           7494	  0.040	 55.884	 -0.057	  0.162
           7495	  0.055	 56.302	 -0.058	  0.157
           7496	  0.055	 56.302	 -0.056	  0.149
           7497	  0.060	 55.884	 -0.056	  0.146
           7498	  0.060	 55.674	 -0.053	  0.142
           7499	  0.065	 55.674	 -0.049	  0.143
           7500	  0.055	 56.302	 -0.045	  0.148
           7501	  0.060	 56.302	 -0.043	  0.152
           7502	  0.065	 56.302	 -0.045	  0.154
           7503	  0.070	 56.721	 -0.048	  0.162
           7504	  0.065	 56.302	 -0.049	  0.158
           7505	  0.065	 56.302	 -0.052	  0.164
           7506	  0.060	 56.930	 -0.058	  0.146
           7507	  0.070	 56.930	 -0.065	  0.143
           7508	  0.065	 57.140	 -0.068	  0.126
           7509	  0.075	 57.140	 -0.075	  0.130
           7510	  0.060	 57.558	 -0.078	  0.125
           7511	  0.060	 58.395	 -0.083	  0.116
           7512	  0.070	 58.395	 -0.088	  0.133
           7513	  0.065	 58.814	 -0.092	  0.128
           7514	  0.060	 58.814	 -0.092	  0.128
           7515	  0.065	 58.605	 -0.089	  0.128
           7516	  0.075	 59.023	 -0.089	  0.136
           7517	  0.075	 59.442	 -0.088	  0.119
           7518	  0.075	 59.651	 -0.083	  0.119
           7519	  0.070	 59.442	 -0.075	  0.109
           7520	  0.065	 59.651	 -0.072	  0.103
           7521	  0.070	 60.070	 -0.067	  0.088
           7522	  0.065	 60.279	 -0.062	  0.088
           7523	  0.070	 60.488	 -0.060	  0.080
           7524	  0.080	 60.279	 -0.059	  0.088
           7525	  0.080	 60.488	 -0.057	  0.083
           7526	  0.075	 59.860	 -0.054	  0.097
           7527	  0.085	 60.070	 -0.054	  0.087
           7528	  0.095	 59.860	 -0.058	  0.087
           7529	  0.100	 60.279	 -0.059	  0.081
           7530	  0.100	 60.488	 -0.059	  0.075
           7531	  0.115	 60.488	 -0.064	  0.067
           7532	  0.115	 60.488	 -0.068	  0.058
           7533	  0.110	 60.070	 -0.067	  0.052
           7534	  0.110	 60.279	 -0.069	  0.046
           7535	  0.120	 60.488	 -0.072	  0.048
           7536	  0.125	 60.070	 -0.072	  0.042
           7537	  0.140	 59.860	 -0.072	  0.051
           7538	  0.125	 59.860	 -0.075	  0.045
           7539	  0.125	 60.070	 -0.073	  0.052
           7540	  0.130	 59.651	 -0.069	  0.046
           7541	  0.120	 59.233	 -0.067	  0.046
           7542	  0.125	 59.233	 -0.066	  0.029
           7543	  0.120	 58.814	 -0.064	  0.023
           7544	  0.110	 58.814	 -0.057	  0.010
           7545	  0.100	 57.977	 -0.053	  0.004
           7546	  0.100	 57.767	 -0.045	 -0.007
           7547	  0.095	 57.977	 -0.040	 -0.006
           7548	  0.100	 57.558	 -0.034	 -0.014
           7549	  0.080	 57.140	 -0.030	  0.000
           7550	  0.080	 57.140	 -0.027	 -0.010
           7551	  0.060	 56.512	 -0.022	  0.000
           7552	  0.060	 56.721	 -0.021	 -0.007
           7553	  0.050	 56.302	 -0.021	 -0.006
           7554	  0.060	 55.465	 -0.019	 -0.016
           7555	  0.060	 55.465	 -0.018	 -0.020
           7556	  0.060	 55.465	 -0.021	 -0.029
           7557	  0.060	 55.046	 -0.024	 -0.041
           7558	  0.060	 54.419	 -0.024	 -0.051
           7559	  0.055	 54.209	 -0.024	 -0.058
           7560	  0.060	 54.628	 -0.024	 -0.057
           7561	  0.070	 53.791	 -0.024	 -0.058
           7562	  0.075	 53.163	 -0.024	 -0.051
           7563	  0.075	 53.163	 -0.024	 -0.055
           7564	  0.070	 52.953	 -0.021	 -0.051
           7565	  0.080	 52.326	 -0.017	 -0.061
           7566	  0.080	 51.907	 -0.017	 -0.064
           7567	  0.080	 51.698	 -0.018	 -0.074
           7568	  0.075	 51.488	 -0.017	 -0.075
           7569	  0.100	 51.279	 -0.014	 -0.090
           7570	  0.125	 51.070	 -0.012	 -0.088
           7571	  0.185	 51.070	 -0.008	 -0.104
           7572	  0.290	 50.442	 -0.001	 -0.096
           7573	  0.420	 50.442	  0.010	 -0.109
           7574	  0.610	 49.814	  0.022	 -0.093
           7575	  0.800	 50.023	  0.030	 -0.100
           7576	  0.890	 49.605	  0.035	 -0.091
           7577	  0.845	 49.605	  0.027	 -0.099
           7578	  0.570	 49.395	  0.014	 -0.110
           7579	  0.200	 49.186	  0.004	 -0.116
           7580	 -0.175	 48.767	 -0.001	 -0.123
           7581	 -0.335	 48.349	 -0.008	 -0.126
           7582	 -0.380	 47.930	 -0.009	 -0.138
           7583	 -0.295	 47.721	 -0.005	 -0.151
           7584	 -0.175	 47.512	 -0.004	 -0.149
           7585	 -0.100	 47.512	 -0.004	 -0.146
           7586	 -0.055	 47.302	 -0.003	 -0.151
           7587	 -0.000	 47.302	 -0.004	 -0.130
           7588	  0.040	 47.093	 -0.006	 -0.133
           7589	  0.085	 46.884	 -0.005	 -0.132
           7590	  0.080	 46.465	 -0.003	 -0.145
           7591	  0.080	 46.256	 -0.002	 -0.145
           7592	  0.080	 46.674	 -0.001	 -0.159
           7593	  0.085	 46.046	  0.001	 -0.157
           7594	  0.085	 46.046	  0.005	 -0.175
           7595	  0.090	 46.046	  0.007	 -0.174
           7596	  0.080	 46.046	  0.011	 -0.187
           7597	  0.100	 45.419	  0.015	 -0.180
           7598	  0.100	 45.419	  0.020	 -0.188
           7599	  0.100	 45.628	  0.023	 -0.174
           7600	  0.100	 45.000	  0.028	 -0.174
           7601	  0.105	 45.000	  0.033	 -0.168
           7602	  0.100	 45.000	  0.037	 -0.175
           7603	  0.100	 45.419	  0.040	 -0.174
           7604	  0.110	 45.000	  0.044	 -0.188
           7605	  0.110	 44.791	  0.048	 -0.193
           7606	  0.115	 44.581	  0.046	 -0.214
           7607	  0.110	 44.581	  0.045	 -0.214
           7608	  0.115	 44.163	  0.048	 -0.217
           7609	  0.130	 44.791	  0.046	 -0.222
           7610	  0.135	 44.163	  0.048	 -0.214
           7611	  0.130	 43.953	  0.049	 -0.214
           7612	  0.130	 43.744	  0.049	 -0.203
           7613	  0.125	 43.535	  0.047	 -0.214
           7614	  0.120	 43.744	  0.048	 -0.200
           7615	  0.125	 43.744	  0.052	 -0.216
           7616	  0.140	 43.744	  0.053	 -0.214
           7617	  0.140	 43.744	  0.052	 -0.225
           7618	  0.145	 43.326	  0.054	 -0.232
           7619	  0.160	 43.326	  0.057	 -0.243
           7620	  0.150	 43.326	  0.059	 -0.242
           7621	  0.160	 42.907	  0.060	 -0.255
           7622	  0.160	 42.907	  0.062	 -0.238
           7623	  0.175	 43.326	  0.063	 -0.248
           7624	  0.180	 44.163	  0.064	 -0.230
           7625	  0.180	 45.000	  0.066	 -0.236
           7626	  0.185	 46.256	  0.069	 -0.226
           7627	  0.205	 47.930	  0.070	 -0.235
           7628	  0.205	 49.605	  0.067	 -0.245
           7629	  0.210	 51.698	  0.071	 -0.251
           7630	  0.220	 53.791	  0.072	 -0.254
           7631	  0.215	 56.512	  0.068	 -0.257
           7632	  0.215	 58.814	  0.066	 -0.259
           7633	  0.240	 61.535	  0.065	 -0.270
           7634	  0.240	 64.046	  0.065	 -0.274
           7635	  0.220	 67.605	  0.064	 -0.265
           7636	  0.225	 70.535	  0.066	 -0.259
           7637	  0.230	 73.256	  0.067	 -0.245
           7638	  0.220	 77.442	  0.063	 -0.252
           7639	  0.220	 80.581	  0.065	 -0.252
           7640	  0.230	 84.349	  0.067	 -0.264
           7641	  0.225	 87.070	  0.067	 -0.261
           7642	  0.220	 90.628	  0.064	 -0.272
           7643	  0.220	 93.977	  0.064	 -0.275
           7644	  0.215	 97.116	  0.065	 -0.287
           7645	  0.205	 99.837	  0.065	 -0.290
           7646	  0.200	101.930	  0.064	 -0.301
           7647	  0.180	104.233	  0.063	 -0.288
           7648	  0.180	105.279	  0.063	 -0.288
           7649	  0.150	106.744	  0.060	 -0.278
           7650	  0.140	107.372	  0.057	 -0.294
           7651	  0.135	107.791	  0.055	 -0.284
           7652	  0.110	107.581	  0.053	 -0.284
           7653	  0.110	107.581	  0.049	 -0.297
           7654	  0.090	106.953	  0.048	 -0.306
           7655	  0.080	106.116	  0.047	 -0.309
           7656	  0.060	105.070	  0.043	 -0.319
           7657	  0.045	104.023	  0.042	 -0.325
           7658	  0.030	102.349	  0.043	 -0.341
           7659	  0.020	100.884	  0.040	 -0.336
           7660	  0.015	 99.837	  0.036	 -0.325
           7661	  0.015	 98.163	  0.035	 -0.328
           7662	  0.015	 96.698	  0.029	 -0.320
           7663	  0.005	 95.233	  0.024	 -0.329
           7664	  0.015	 93.349	  0.022	 -0.325
           7665	  0.020	 91.674	  0.020	 -0.336
           7666	 -0.000	 90.419	  0.015	 -0.345
           7667	 -0.000	 88.326	  0.012	 -0.354
           7668	  0.010	 87.279	  0.007	 -0.348
           7669	 -0.000	 85.395	  0.007	 -0.361
           7670	  0.010	 84.139	  0.003	 -0.359
           7671	 -0.000	 82.465	 -0.000	 -0.359
           7672	  0.020	 81.419	 -0.002	 -0.357
           7673	  0.025	 80.581	 -0.004	 -0.371
           7674	 -0.000	 79.535	 -0.003	 -0.343
           7675	  0.005	 77.651	 -0.002	 -0.348
           7676	  0.010	 76.814	  0.002	 -0.359
           7677	  0.015	 75.977	  0.002	 -0.365
           7678	  0.015	 74.512	  0.002	 -0.372
           7679	  0.025	 73.884	  0.006	 -0.383
           7680	  0.025	 72.628	  0.009	 -0.391
           7681	  0.020	 72.209	  0.008	 -0.390
           7682	  0.035	 70.953	  0.007	 -0.412
           7683	  0.020	 69.698	  0.006	 -0.399
           7684	  0.020	 69.070	  0.004	 -0.399
           7685	  0.035	 68.442	  0.001	 -0.400
           7686	  0.020	 68.233	 -0.001	 -0.403
           7687	  0.020	 67.395	 -0.006	 -0.387
           7688	  0.045	 66.349	 -0.013	 -0.407
           7689	  0.025	 65.930	 -0.017	 -0.397
           7690	  0.040	 65.093	 -0.020	 -0.403
           7691	  0.035	 64.674	 -0.024	 -0.420
           7692	  0.040	 63.837	 -0.031	 -0.441
           7693	  0.040	 62.791	 -0.033	 -0.435
           7694	  0.040	 62.372	 -0.035	 -0.442
           7695	  0.050	 61.744	 -0.038	 -0.442
           7696	  0.040	 61.953	 -0.040	 -0.446
           7697	  0.045	 60.488	 -0.043	 -0.426
           7698	  0.050	 60.070	 -0.042	 -0.432
           7699	  0.030	 59.651	 -0.044	 -0.426
           7700	  0.030	 59.023	 -0.044	 -0.425
           7701	  0.040	 58.395	 -0.044	 -0.422
           7702	  0.040	 58.395	 -0.044	 -0.435
           7703	  0.040	 57.977	 -0.048	 -0.451
           7704	  0.040	 57.558	 -0.045	 -0.465
           7705	  0.050	 56.930	 -0.045	 -0.487
           7706	  0.060	 57.140	 -0.050	 -0.478
           7707	  0.030	 56.721	 -0.053	 -0.477
           7708	  0.050	 56.512	 -0.052	 -0.483
           7709	  0.050	 56.302	 -0.053	 -0.465
           7710	  0.035	 55.674	 -0.056	 -0.471
           7711	  0.055	 55.674	 -0.056	 -0.477
           7712	  0.050	 55.674	 -0.057	 -0.457
           7713	  0.045	 55.674	 -0.062	 -0.474
           7714	  0.060	 55.465	 -0.063	 -0.488
           7715	  0.060	 55.465	 -0.063	 -0.484
           7716	  0.050	 55.465	 -0.067	 -0.501
           7717	  0.060	 55.674	 -0.071	 -0.500
           7718	  0.060	 56.093	 -0.073	 -0.516
           7719	  0.070	 55.674	 -0.074	 -0.516
           7720	  0.065	 55.465	 -0.073	 -0.507
           7721	  0.050	 55.884	 -0.075	 -0.528
           7722	  0.070	 56.302	 -0.075	 -0.499
           7723	  0.060	 56.302	 -0.075	 -0.514
           7724	  0.085	 56.302	 -0.077	 -0.499
           7725	  0.055	 56.721	 -0.076	 -0.522
           7726	  0.060	 56.721	 -0.075	 -0.504
           7727	  0.080	 57.140	 -0.076	 -0.510
           7728	  0.065	 57.558	 -0.080	 -0.536
           7729	  0.070	 57.349	 -0.078	 -0.541
           7730	  0.075	 57.977	 -0.076	 -0.535
           7731	  0.080	 58.186	 -0.075	 -0.539
           7732	  0.080	 58.186	 -0.076	 -0.532
           7733	  0.080	 57.977	 -0.074	 -0.539
           7734	  0.075	 58.186	 -0.071	 -0.539
           7735	  0.070	 59.023	 -0.071	 -0.543
           7736	  0.095	 58.814	 -0.068	 -0.557
           7737	  0.090	 59.233	 -0.068	 -0.530
           7738	  0.105	 59.651	 -0.070	 -0.542
           7739	  0.110	 59.651	 -0.069	 -0.535
           7740	  0.095	 59.651	 -0.065	 -0.565
           7741	  0.090	 59.651	 -0.067	 -0.568
           7742	  0.100	 59.651	 -0.067	 -0.571
           7743	  0.100	 59.233	 -0.069	 -0.565
           7744	  0.120	 59.651	 -0.069	 -0.574
           7745	  0.135	 59.860	 -0.070	 -0.571
           7746	  0.140	 59.651	 -0.075	 -0.580
           7747	  0.150	 60.070	 -0.077	 -0.571
           7748	  0.120	 59.651	 -0.081	 -0.590
           7749	  0.125	 59.860	 -0.084	 -0.590
           7750	  0.115	 60.070	 -0.086	 -0.596
           7751	  0.115	 60.279	 -0.083	 -0.588
           7752	  0.105	 59.860	 -0.082	 -0.587
           7753	  0.105	 59.860	 -0.083	 -0.588
           7754	  0.120	 59.651	 -0.078	 -0.623
           7755	  0.090	 59.651	 -0.074	 -0.619
           7756	  0.100	 59.651	 -0.075	 -0.639
           7757	  0.080	 59.442	 -0.078	 -0.604
           7758	  0.085	 59.023	 -0.078	 -0.622
           7759	  0.080	 58.395	 -0.083	 -0.609
           7760	  0.070	 59.023	 -0.086	 -0.614
           7761	  0.060	 58.395	 -0.085	 -0.636
           7762	  0.055	 58.186	 -0.087	 -0.613
           7763	  0.060	 58.186	 -0.090	 -0.642
           7764	  0.070	 57.767	 -0.089	 -0.639
           7765	  0.060	 57.767	 -0.086	 -0.638
           7766	  0.060	 57.558	 -0.086	 -0.633
           7767	  0.060	 57.349	 -0.087	 -0.649
           7768	  0.055	 57.140	 -0.086	 -0.655
           7769	  0.050	 56.930	 -0.083	 -0.657
           7770	  0.065	 56.302	 -0.081	 -0.646
           7771	  0.050	 55.674	 -0.080	 -0.661
           7772	  0.065	 55.465	 -0.078	 -0.638
           7773	  0.075	 55.674	 -0.074	 -0.649
           7774	  0.070	 55.674	 -0.073	 -0.643
           7775	  0.065	 54.837	 -0.069	 -0.654
           7776	  0.070	 54.419	 -0.066	 -0.652
           7777	  0.070	 54.419	 -0.063	 -0.668
           7778	  0.100	 54.419	 -0.062	 -0.672
           7779	  0.120	 53.581	 -0.055	 -0.675
           7780	  0.180	 52.953	 -0.049	 -0.683
           7781	  0.310	 53.163	 -0.043	 -0.691
           7782	  0.460	 52.953	 -0.035	 -0.686
           7783	  0.665	 52.744	 -0.024	 -0.687
           7784	  0.830	 52.535	 -0.019	 -0.677
           7785	  0.885	 52.535	 -0.022	 -0.668
           7786	  0.700	 51.907	 -0.029	 -0.688
           7787	  0.420	 51.488	 -0.045	 -0.684
           7788	  0.060	 51.070	 -0.062	 -0.683
           7789	 -0.250	 51.279	 -0.068	 -0.678
           7790	 -0.350	 51.070	 -0.070	 -0.701
           7791	 -0.355	 51.070	 -0.071	 -0.694
           7792	 -0.220	 50.442	 -0.070	 -0.701
           7793	 -0.130	 50.442	 -0.069	 -0.697
           7794	 -0.045	 50.023	 -0.066	 -0.697
           7795	 -0.025	 50.442	 -0.064	 -0.700
           7796	  0.005	 49.814	 -0.064	 -0.686
           7797	  0.025	 49.605	 -0.062	 -0.687
           7798	  0.075	 48.767	 -0.063	 -0.694
           7799	  0.075	 49.605	 -0.062	 -0.686
           7800	  0.070	 48.767	 -0.063	 -0.681
           7801	  0.060	 48.349	 -0.062	 -0.709
           7802	  0.080	 48.558	 -0.061	 -0.703
           7803	  0.075	 48.140	 -0.064	 -0.707
           7804	  0.080	 47.721	 -0.059	 -0.725
           7805	  0.080	 47.302	 -0.056	 -0.723
           7806	  0.090	 48.140	 -0.058	 -0.722
           7807	  0.090	 47.512	 -0.056	 -0.701
           7808	  0.100	 47.093	 -0.053	 -0.704
           7809	  0.105	 47.093	 -0.051	 -0.706
           7810	  0.115	 47.093	 -0.046	 -0.686
           7811	  0.100	 46.256	 -0.044	 -0.688
           7812	  0.100	 46.256	 -0.040	 -0.691
           7813	  0.110	 46.256	 -0.041	 -0.706
           7814	  0.105	 46.256	 -0.039	 -0.707
           7815	  0.120	 46.046	 -0.037	 -0.697
           7816	  0.115	 45.837	 -0.039	 -0.710
           7817	  0.130	 45.628	 -0.042	 -0.725
           7818	  0.135	 45.628	 -0.042	 -0.703
           7819	  0.120	 45.628	 -0.043	 -0.729
           7820	  0.125	 45.628	 -0.043	 -0.713
           7821	  0.140	 45.419	 -0.042	 -0.707
           7822	  0.135	 45.419	 -0.040	 -0.687
           7823	  0.140	 45.419	 -0.036	 -0.704
           7824	  0.130	 45.419	 -0.033	 -0.707
           7825	  0.140	 45.000	 -0.029	 -0.707
           7826	  0.150	 44.791	 -0.022	 -0.696
           7827	  0.140	 45.000	 -0.019	 -0.714
           7828	  0.140	 44.581	 -0.016	 -0.733
           7829	  0.150	 44.372	 -0.010	 -0.725
           7830	  0.155	 44.581	 -0.005	 -0.735
           7831	  0.160	 44.791	 -0.006	 -0.735
           7832	  0.165	 45.209	 -0.004	 -0.709
           7833	  0.160	 44.791	 -0.002	 -0.712
           7834	  0.180	 46.256	 -0.002	 -0.722
           7835	  0.200	 48.349	 -0.002	 -0.719
           7836	  0.205	 49.605	 -0.000	 -0.720
           7837	  0.200	 51.488	 -0.002	 -0.716
           7838	  0.185	 53.581	 -0.006	 -0.725
           7839	  0.210	 56.093	 -0.006	 -0.739
           7840	  0.220	 58.814	 -0.005	 -0.735
           7841	  0.220	 61.326	 -0.008	 -0.741
           7842	  0.220	 64.465	 -0.009	 -0.765
           7843	  0.225	 67.186	 -0.011	 -0.739
           7844	  0.215	 70.116	 -0.011	 -0.762
           7845	  0.230	 73.884	 -0.010	 -0.736
           7846	  0.215	 76.814	 -0.008	 -0.742
