'Time and date','ECG','BP','EEG (O2-A1)','Resp (nasal)'
'[03:59:54.888 01/02/1989]',0.056,107.695,-0.020,-0.605
'[03:59:54.892 01/02/1989]',0.062,107.892,-0.021,-0.637
'[03:59:54.896 01/02/1989]',0.056,108.090,-0.022,-0.605
'[03:59:54.900 01/02/1989]',0.064,107.497,-0.025,-0.669
'[03:59:54.904 01/02/1989]',0.064,107.102,-0.026,-0.629
'[03:59:54.908 01/02/1989]',0.060,106.904,-0.026,-0.653
'[03:59:54.912 01/02/1989]',0.056,106.509,-0.028,-0.613
'[03:59:54.916 01/02/1989]',0.064,105.718,-0.029,-0.629
'[03:59:54.920 01/02/1989]',0.056,105.521,-0.030,-0.605
'[03:59:54.924 01/02/1989]',0.054,105.323,-0.031,-0.621
'[03:59:54.928 01/02/1989]',0.054,105.126,-0.031,-0.613
'[03:59:54.932 01/02/1989]',0.060,104.335,-0.030,-0.613
'[03:59:54.936 01/02/1989]',0.072,103.940,-0.027,-0.621
'[03:59:54.940 01/02/1989]',0.066,103.940,-0.026,-0.621
'[03:59:54.944 01/02/1989]',0.064,102.952,-0.024,-0.637
'[03:59:54.948 01/02/1989]',0.072,102.359,-0.022,-0.645
'[03:59:54.952 01/02/1989]',0.070,102.162,-0.023,-0.645
'[03:59:54.956 01/02/1989]',0.066,101.766,-0.022,-0.661
'[03:59:54.960 01/02/1989]',0.066,101.371,-0.021,-0.645
'[03:59:54.964 01/02/1989]',0.068,100.778,-0.020,-0.653
'[03:59:54.968 01/02/1989]',0.082,100.778,-0.022,-0.613
'[03:59:54.972 01/02/1989]',0.084,100.581,-0.021,-0.637
'[03:59:54.976 01/02/1989]',0.088,99.988,-0.023,-0.597
'[03:59:54.980 01/02/1989]',0.108,99.395,-0.023,-0.613
'[03:59:54.984 01/02/1989]',0.114,99.000,-0.024,-0.645
'[03:59:54.988 01/02/1989]',0.130,99.000,-0.026,-0.653
'[03:59:54.992 01/02/1989]',0.154,98.210,-0.026,-0.645
'[03:59:54.996 01/02/1989]',0.160,98.012,-0.028,-0.661
'[03:59:55.000 01/02/1989]',0.168,97.814,-0.028,-0.645
'[03:59:55.004 01/02/1989]',0.168,97.419,-0.028,-0.613
'[03:59:55.008 01/02/1989]',0.182,97.419,-0.027,-0.677
'[03:59:55.012 01/02/1989]',0.182,96.826,-0.025,-0.645
'[03:59:55.016 01/02/1989]',0.186,95.838,-0.025,-0.605
'[03:59:55.020 01/02/1989]',0.190,95.641,-0.024,-0.645
'[03:59:55.024 01/02/1989]',0.196,95.838,-0.023,-0.605
'[03:59:55.028 01/02/1989]',0.194,95.641,-0.022,-0.597
'[03:59:55.032 01/02/1989]',0.200,94.653,-0.021,-0.637
'[03:59:55.036 01/02/1989]',0.184,94.850,-0.020,-0.613
'[03:59:55.040 01/02/1989]',0.164,94.850,-0.020,-0.629
'[03:59:55.044 01/02/1989]',0.152,94.257,-0.021,-0.621
'[03:59:55.048 01/02/1989]',0.122,93.467,-0.020,-0.653
'[03:59:55.052 01/02/1989]',0.098,93.467,-0.021,-0.653
'[03:59:55.056 01/02/1989]',0.074,93.072,-0.022,-0.613
'[03:59:55.060 01/02/1989]',0.060,93.269,-0.022,-0.661
'[03:59:55.064 01/02/1989]',0.046,92.479,-0.022,-0.605
'[03:59:55.068 01/02/1989]',0.040,92.479,-0.022,-0.581
'[03:59:55.072 01/02/1989]',0.032,91.886,-0.021,-0.613
'[03:59:55.076 01/02/1989]',0.036,91.886,-0.021,-0.597
'[03:59:55.080 01/02/1989]',0.024,91.293,-0.019,-0.613
'[03:59:55.084 01/02/1989]',0.030,91.689,-0.019,-0.613
'[03:59:55.088 01/02/1989]',0.022,91.293,-0.017,-0.613
'[03:59:55.092 01/02/1989]',0.026,91.096,-0.015,-0.613
'[03:59:55.096 01/02/1989]',0.022,91.293,-0.013,-0.653
'[03:59:55.100 01/02/1989]',0.022,91.293,-0.013,-0.653
'[03:59:55.104 01/02/1989]',0.024,91.096,-0.011,-0.621
'[03:59:55.108 01/02/1989]',0.022,90.701,-0.011,-0.589
'[03:59:55.112 01/02/1989]',0.028,90.898,-0.013,-0.589
'[03:59:55.116 01/02/1989]',0.026,91.096,-0.013,-0.597
'[03:59:55.120 01/02/1989]',0.024,90.898,-0.014,-0.589
'[03:59:55.124 01/02/1989]',0.026,90.503,-0.015,-0.565
'[03:59:55.128 01/02/1989]',0.026,90.305,-0.016,-0.581
'[03:59:55.132 01/02/1989]',0.036,90.701,-0.019,-0.613
'[03:59:55.136 01/02/1989]',0.048,90.503,-0.020,-0.613
'[03:59:55.140 01/02/1989]',0.050,90.503,-0.020,-0.613
'[03:59:55.144 01/02/1989]',0.056,90.108,-0.020,-0.613
'[03:59:55.148 01/02/1989]',0.044,89.515,-0.020,-0.637
'[03:59:55.152 01/02/1989]',0.036,89.910,-0.022,-0.621
'[03:59:55.156 01/02/1989]',0.096,90.108,-0.022,-0.653
'[03:59:55.160 01/02/1989]',0.202,89.910,-0.025,-0.573
'[03:59:55.164 01/02/1989]',0.460,89.910,-0.028,-0.540
'[03:59:55.168 01/02/1989]',0.676,89.713,-0.031,-0.645
'[03:59:55.172 01/02/1989]',0.876,89.713,-0.028,-0.621
'[03:59:55.176 01/02/1989]',0.688,89.515,-0.026,-0.556
'[03:59:55.180 01/02/1989]',0.492,89.515,-0.018,-0.645
'[03:59:55.184 01/02/1989]',0.176,89.317,-0.011,-0.613
'[03:59:55.188 01/02/1989]',-0.152,89.317,-0.009,-0.613
'[03:59:55.192 01/02/1989]',-0.150,89.317,-0.009,-0.637
'[03:59:55.196 01/02/1989]',-0.172,89.120,-0.011,-0.629
'[03:59:55.200 01/02/1989]',-0.100,88.724,-0.013,-0.645
'[03:59:55.204 01/02/1989]',-0.000,88.527,-0.014,-0.621
'[03:59:55.208 01/02/1989]',0.044,88.724,-0.014,-0.621
'[03:59:55.212 01/02/1989]',0.054,88.724,-0.016,-0.613
'[03:59:55.216 01/02/1989]',0.056,88.329,-0.015,-0.589
'[03:59:55.220 01/02/1989]',0.040,88.527,-0.013,-0.605
'[03:59:55.224 01/02/1989]',0.036,87.934,-0.013,-0.605
'[03:59:55.228 01/02/1989]',0.040,87.341,-0.010,-0.581
'[03:59:55.232 01/02/1989]',0.042,87.144,-0.009,-0.613
'[03:59:55.236 01/02/1989]',0.056,87.341,-0.009,-0.629
'[03:59:55.240 01/02/1989]',0.050,86.946,-0.008,-0.645
'[03:59:55.244 01/02/1989]',0.048,87.144,-0.006,-0.637
'[03:59:55.248 01/02/1989]',0.060,86.353,-0.004,-0.669
'[03:59:55.252 01/02/1989]',0.064,86.353,-0.004,-0.613
'[03:59:55.256 01/02/1989]',0.064,86.353,-0.006,-0.661
'[03:59:55.260 01/02/1989]',0.080,86.156,-0.004,-0.613
'[03:59:55.264 01/02/1989]',0.074,85.958,-0.004,-0.629
'[03:59:55.268 01/02/1989]',0.072,85.958,-0.003,-0.565
'[03:59:55.272 01/02/1989]',0.072,85.760,-0.005,-0.613
'[03:59:55.276 01/02/1989]',0.078,85.563,-0.006,-0.565
'[03:59:55.280 01/02/1989]',0.092,85.168,-0.007,-0.645
'[03:59:55.284 01/02/1989]',0.090,84.772,-0.006,-0.597
'[03:59:55.288 01/02/1989]',0.096,84.772,-0.007,-0.613
'[03:59:55.292 01/02/1989]',0.092,84.377,-0.006,-0.645
'[03:59:55.296 01/02/1989]',0.084,84.180,-0.007,-0.613
'[03:59:55.300 01/02/1989]',0.094,84.377,-0.007,-0.613
'[03:59:55.304 01/02/1989]',0.088,83.982,-0.004,-0.597
'[03:59:55.308 01/02/1989]',0.096,83.587,-0.004,-0.565
'[03:59:55.312 01/02/1989]',0.112,83.389,-0.002,-0.589
'[03:59:55.316 01/02/1989]',0.104,83.587,0.000,-0.556
'[03:59:55.320 01/02/1989]',0.124,83.389,0.003,-0.540
'[03:59:55.324 01/02/1989]',0.116,83.784,0.005,-0.581
'[03:59:55.328 01/02/1989]',0.112,82.994,0.005,-0.556
'[03:59:55.332 01/02/1989]',0.128,83.192,0.006,-0.548
'[03:59:55.336 01/02/1989]',0.116,83.784,0.007,-0.548
'[03:59:55.340 01/02/1989]',0.138,84.772,0.005,-0.613
'[03:59:55.344 01/02/1989]',0.120,85.365,0.004,-0.581
'[03:59:55.348 01/02/1989]',0.124,86.353,0.003,-0.548
'[03:59:55.352 01/02/1989]',0.120,88.132,0.002,-0.516
'[03:59:55.356 01/02/1989]',0.146,90.305,0.001,-0.540
'[03:59:55.360 01/02/1989]',0.152,92.281,-0.001,-0.540
'[03:59:55.364 01/02/1989]',0.154,94.455,-0.001,-0.532
'[03:59:55.368 01/02/1989]',0.154,97.419,-0.002,-0.516
'[03:59:55.372 01/02/1989]',0.160,99.988,-0.002,-0.508
'[03:59:55.376 01/02/1989]',0.172,102.557,-0.002,-0.484
'[03:59:55.380 01/02/1989]',0.160,106.114,-0.002,-0.516
'[03:59:55.384 01/02/1989]',0.178,109.275,-0.001,-0.492
'[03:59:55.388 01/02/1989]',0.160,112.437,0.000,-0.508
'[03:59:55.392 01/02/1989]',0.172,116.192,0.001,-0.508
'[03:59:55.396 01/02/1989]',0.184,118.760,0.002,-0.516
'[03:59:55.400 01/02/1989]',0.186,122.317,0.001,-0.516
'[03:59:55.404 01/02/1989]',0.214,125.281,0.003,-0.500
'[03:59:55.408 01/02/1989]',0.208,127.850,0.004,-0.460
'[03:59:55.412 01/02/1989]',0.200,130.024,0.005,-0.444
'[03:59:55.416 01/02/1989]',0.196,132.790,0.004,-0.419
'[03:59:55.420 01/02/1989]',0.192,134.569,0.003,-0.419
'[03:59:55.424 01/02/1989]',0.194,136.347,0.001,-0.435
'[03:59:55.428 01/02/1989]',0.196,137.533,0.001,-0.411
'[03:59:55.432 01/02/1989]',0.182,138.323,-0.000,-0.452
'[03:59:55.436 01/02/1989]',0.174,139.311,0.001,-0.452
'[03:59:55.440 01/02/1989]',0.164,140.102,0.001,-0.484
'[03:59:55.444 01/02/1989]',0.144,140.102,0.001,-0.468
'[03:59:55.448 01/02/1989]',0.122,139.509,0.003,-0.435
'[03:59:55.452 01/02/1989]',0.138,139.311,0.003,-0.444
'[03:59:55.456 01/02/1989]',0.110,139.114,0.001,-0.427
'[03:59:55.460 01/02/1989]',0.080,138.126,0.002,-0.419
'[03:59:55.464 01/02/1989]',0.062,137.335,0.002,-0.452
'[03:59:55.468 01/02/1989]',0.058,136.742,0.000,-0.395
'[03:59:55.472 01/02/1989]',0.032,135.557,0.001,-0.435
'[03:59:55.476 01/02/1989]',0.032,134.569,-0.001,-0.411
'[03:59:55.480 01/02/1989]',0.016,133.383,-0.000,-0.403
'[03:59:55.484 01/02/1989]',0.020,132.395,-0.000,-0.444
'[03:59:55.488 01/02/1989]',0.022,131.407,-0.000,-0.419
'[03:59:55.492 01/02/1989]',0.014,130.617,-0.001,-0.427
'[03:59:55.496 01/02/1989]',0.010,129.036,-0.003,-0.411
'[03:59:55.500 01/02/1989]',-0.002,128.245,-0.004,-0.403
'[03:59:55.504 01/02/1989]',0.008,128.048,-0.004,-0.403
'[03:59:55.508 01/02/1989]',0.008,126.467,-0.004,-0.395
'[03:59:55.512 01/02/1989]',0.002,125.874,-0.004,-0.363
'[03:59:55.516 01/02/1989]',-0.000,125.281,-0.005,-0.387
'[03:59:55.520 01/02/1989]',-0.004,125.084,-0.005,-0.387
'[03:59:55.524 01/02/1989]',-0.008,124.491,-0.005,-0.411
'[03:59:55.528 01/02/1989]',0.002,123.701,-0.006,-0.387
'[03:59:55.532 01/02/1989]',-0.000,122.910,-0.005,-0.411
'[03:59:55.536 01/02/1989]',-0.000,123.108,-0.004,-0.411
'[03:59:55.540 01/02/1989]',0.010,123.108,-0.005,-0.387
'[03:59:55.544 01/02/1989]',0.008,122.515,-0.005,-0.363
'[03:59:55.548 01/02/1989]',0.016,122.120,-0.003,-0.387
'[03:59:55.552 01/02/1989]',0.010,121.922,-0.002,-0.363
'[03:59:55.556 01/02/1989]',0.016,121.724,-0.000,-0.347
'[03:59:55.560 01/02/1989]',-0.000,121.724,0.001,-0.347
'[03:59:55.564 01/02/1989]',0.022,120.539,0.002,-0.347
'[03:59:55.568 01/02/1989]',0.012,121.132,-0.000,-0.298
'[03:59:55.572 01/02/1989]',0.040,120.539,0.002,-0.331
'[03:59:55.576 01/02/1989]',0.024,120.341,0.000,-0.323
'[03:59:55.580 01/02/1989]',0.016,120.341,0.001,-0.323
'[03:59:55.584 01/02/1989]',0.028,119.353,0.002,-0.290
'[03:59:55.588 01/02/1989]',0.014,118.958,0.000,-0.323
'[03:59:55.592 01/02/1989]',0.048,118.563,0.001,-0.306
'[03:59:55.596 01/02/1989]',0.032,117.970,0.001,-0.282
'[03:59:55.600 01/02/1989]',0.018,117.180,0.001,-0.274
'[03:59:55.604 01/02/1989]',0.044,115.994,0.001,-0.282
'[03:59:55.608 01/02/1989]',0.032,115.401,0.001,-0.266
'[03:59:55.612 01/02/1989]',0.036,114.611,0.001,-0.258
'[03:59:55.616 01/02/1989]',0.040,112.832,0.001,-0.258
'[03:59:55.620 01/02/1989]',0.034,111.647,0.002,-0.242
'[03:59:55.624 01/02/1989]',0.026,110.659,0.002,-0.290
'[03:59:55.628 01/02/1989]',0.030,109.473,0.002,-0.258
'[03:59:55.632 01/02/1989]',0.022,108.485,0.003,-0.274
'[03:59:55.636 01/02/1989]',0.040,107.695,0.004,-0.258
'[03:59:55.640 01/02/1989]',0.028,106.311,0.002,-0.258
'[03:59:55.644 01/02/1989]',0.032,105.521,0.003,-0.282
'[03:59:55.648 01/02/1989]',0.032,104.335,0.003,-0.258
'[03:59:55.652 01/02/1989]',0.024,103.742,0.003,-0.218
'[03:59:55.656 01/02/1989]',0.034,103.347,0.003,-0.234
'[03:59:55.660 01/02/1989]',0.030,102.754,0.004,-0.210
'[03:59:55.664 01/02/1989]',0.038,102.162,0.007,-0.202
'[03:59:55.668 01/02/1989]',0.038,101.569,0.007,-0.185
'[03:59:55.672 01/02/1989]',0.032,101.766,0.009,-0.210
'[03:59:55.676 01/02/1989]',0.048,101.371,0.009,-0.218
'[03:59:55.680 01/02/1989]',0.046,101.371,0.009,-0.226
'[03:59:55.684 01/02/1989]',0.038,102.162,0.008,-0.210
'[03:59:55.688 01/02/1989]',0.032,101.766,0.008,-0.210
'[03:59:55.692 01/02/1989]',0.030,101.964,0.010,-0.194
'[03:59:55.696 01/02/1989]',0.040,102.557,0.012,-0.202
'[03:59:55.700 01/02/1989]',0.032,102.754,0.012,-0.185
'[03:59:55.704 01/02/1989]',0.048,102.952,0.015,-0.169
'[03:59:55.708 01/02/1989]',0.042,103.545,0.016,-0.161
'[03:59:55.712 01/02/1989]',0.042,104.533,0.015,-0.161
'[03:59:55.716 01/02/1989]',0.032,104.335,0.015,-0.137
'[03:59:55.720 01/02/1989]',0.038,104.533,0.018,-0.137
'[03:59:55.724 01/02/1989]',0.014,105.323,0.018,-0.185
'[03:59:55.728 01/02/1989]',0.046,105.126,0.018,-0.185
'[03:59:55.732 01/02/1989]',0.028,105.323,0.018,-0.177
'[03:59:55.736 01/02/1989]',0.050,105.521,0.019,-0.177
'[03:59:55.740 01/02/1989]',0.036,106.114,0.019,-0.169
'[03:59:55.744 01/02/1989]',0.040,105.718,0.017,-0.169
'[03:59:55.748 01/02/1989]',0.040,105.916,0.016,-0.145
'[03:59:55.752 01/02/1989]',0.032,105.521,0.016,-0.153
'[03:59:55.756 01/02/1989]',0.050,105.521,0.014,-0.113
'[03:59:55.760 01/02/1989]',0.050,105.916,0.013,-0.129
'[03:59:55.764 01/02/1989]',0.040,105.323,0.014,-0.161
'[03:59:55.768 01/02/1989]',0.036,105.323,0.015,-0.153
'[03:59:55.772 01/02/1989]',0.036,105.323,0.014,-0.177
'[03:59:55.776 01/02/1989]',0.048,104.730,0.014,-0.161
'[03:59:55.780 01/02/1989]',0.034,104.335,0.016,-0.185
'[03:59:55.784 01/02/1989]',0.058,104.533,0.016,-0.161
'[03:59:55.788 01/02/1989]',0.036,103.742,0.016,-0.169
'[03:59:55.792 01/02/1989]',0.038,102.952,0.015,-0.161
'[03:59:55.796 01/02/1989]',0.054,102.754,0.016,-0.145
'[03:59:55.800 01/02/1989]',0.044,103.545,0.013,-0.145
'[03:59:55.804 01/02/1989]',0.060,101.766,0.014,-0.121
'[03:59:55.808 01/02/1989]',0.056,101.964,0.014,-0.121
'[03:59:55.812 01/02/1989]',0.050,101.569,0.014,-0.121
'[03:59:55.816 01/02/1989]',0.050,101.371,0.013,-0.129
'[03:59:55.820 01/02/1989]',0.048,100.581,0.012,-0.153
'[03:59:55.824 01/02/1989]',0.056,100.186,0.011,-0.161
'[03:59:55.828 01/02/1989]',0.040,99.790,0.011,-0.153
'[03:59:55.832 01/02/1989]',0.046,99.198,0.011,-0.169
'[03:59:55.836 01/02/1989]',0.050,98.802,0.013,-0.161
'[03:59:55.840 01/02/1989]',0.058,98.802,0.014,-0.161
'[03:59:55.844 01/02/1989]',0.064,98.210,0.014,-0.145
'[03:59:55.848 01/02/1989]',0.062,98.012,0.014,-0.185
'[03:59:55.852 01/02/1989]',0.078,97.221,0.014,-0.153
'[03:59:55.856 01/02/1989]',0.064,97.419,0.012,-0.169
'[03:59:55.860 01/02/1989]',0.080,96.431,0.014,-0.129
'[03:59:55.864 01/02/1989]',0.112,95.443,0.014,-0.161
'[03:59:55.868 01/02/1989]',0.108,95.838,0.013,-0.161
'[03:59:55.872 01/02/1989]',0.126,95.245,0.013,-0.194
'[03:59:55.876 01/02/1989]',0.136,95.048,0.011,-0.194
'[03:59:55.880 01/02/1989]',0.144,94.653,0.012,-0.234
'[03:59:55.884 01/02/1989]',0.156,94.455,0.012,-0.185
'[03:59:55.888 01/02/1989]',0.144,93.862,0.012,-0.194
'[03:59:55.892 01/02/1989]',0.176,93.269,0.011,-0.169
'[03:59:55.896 01/02/1989]',0.178,93.072,0.008,-0.161
'[03:59:55.900 01/02/1989]',0.160,92.677,0.008,-0.185
'[03:59:55.904 01/02/1989]',0.196,91.886,0.008,-0.153
'[03:59:55.908 01/02/1989]',0.188,92.084,0.010,-0.177
'[03:59:55.912 01/02/1989]',0.184,91.886,0.009,-0.129
'[03:59:55.916 01/02/1989]',0.178,91.293,0.009,-0.169
'[03:59:55.920 01/02/1989]',0.150,91.293,0.010,-0.194
'[03:59:55.924 01/02/1989]',0.120,90.701,0.009,-0.185
'[03:59:55.928 01/02/1989]',0.102,90.701,0.010,-0.177
'[03:59:55.932 01/02/1989]',0.090,89.713,0.011,-0.194
'[03:59:55.936 01/02/1989]',0.064,90.305,0.011,-0.185
'[03:59:55.940 01/02/1989]',0.062,89.910,0.012,-0.177
'[03:59:55.944 01/02/1989]',0.056,89.515,0.013,-0.169
'[03:59:55.948 01/02/1989]',0.038,89.317,0.014,-0.161
'[03:59:55.952 01/02/1989]',0.026,89.317,0.015,-0.145
'[03:59:55.956 01/02/1989]',0.022,88.724,0.014,-0.145
'[03:59:55.960 01/02/1989]',0.010,88.724,0.015,-0.121
'[03:59:55.964 01/02/1989]',0.014,88.329,0.016,-0.137
'[03:59:55.968 01/02/1989]',0.028,88.724,0.016,-0.137
'[03:59:55.972 01/02/1989]',0.002,88.527,0.017,-0.177
'[03:59:55.976 01/02/1989]',0.018,87.934,0.017,-0.169
'[03:59:55.980 01/02/1989]',0.012,87.934,0.017,-0.177
'[03:59:55.984 01/02/1989]',0.010,87.736,0.018,-0.153
'[03:59:55.988 01/02/1989]',0.040,87.934,0.020,-0.145
'[03:59:55.992 01/02/1989]',0.024,87.144,0.020,-0.129
'[03:59:55.996 01/02/1989]',0.022,87.144,0.022,-0.129
'[03:59:56.000 01/02/1989]',0.028,87.341,0.022,-0.105
'[03:59:56.004 01/02/1989]',0.028,87.144,0.023,-0.129
'[03:59:56.008 01/02/1989]',0.010,87.144,0.024,-0.121
'[03:59:56.012 01/02/1989]',0.016,87.144,0.025,-0.089
'[03:59:56.016 01/02/1989]',0.026,86.946,0.026,-0.113
'[03:59:56.020 01/02/1989]',0.054,87.144,0.027,-0.129
'[03:59:56.024 01/02/1989]',0.052,86.946,0.028,-0.145
'[03:59:56.028 01/02/1989]',0.072,87.144,0.029,-0.185
'[03:59:56.032 01/02/1989]',0.072,86.748,0.028,-0.153
'[03:59:56.036 01/02/1989]',0.136,86.946,0.027,-0.145
'[03:59:56.040 01/02/1989]',0.216,86.748,0.023,-0.129
'[03:59:56.044 01/02/1989]',0.324,86.946,0.020,-0.161
'[03:59:56.048 01/02/1989]',0.512,86.748,0.016,-0.065
'[03:59:56.052 01/02/1989]',0.680,86.551,0.014,-0.121
'[03:59:56.056 01/02/1989]',0.472,86.748,0.015,-0.065
'[03:59:56.060 01/02/1989]',0.392,86.353,0.020,-0.097
'[03:59:56.064 01/02/1989]',0.086,85.958,0.023,-0.113
'[03:59:56.068 01/02/1989]',-0.264,86.551,0.025,-0.153
'[03:59:56.072 01/02/1989]',-0.280,86.156,0.024,-0.145
'[03:59:56.076 01/02/1989]',-0.304,85.760,0.021,-0.129
'[03:59:56.080 01/02/1989]',-0.202,86.156,0.018,-0.129
'[03:59:56.084 01/02/1989]',-0.044,85.563,0.016,-0.129
'[03:59:56.088 01/02/1989]',0.044,85.168,0.013,-0.105
'[03:59:56.092 01/02/1989]',0.092,85.168,0.013,-0.129
'[03:59:56.096 01/02/1989]',0.076,85.563,0.012,-0.105
'[03:59:56.100 01/02/1989]',0.078,84.970,0.012,-0.073
'[03:59:56.104 01/02/1989]',0.078,85.168,0.012,-0.073
'[03:59:56.108 01/02/1989]',0.074,84.772,0.014,-0.065
'[03:59:56.112 01/02/1989]',0.072,84.575,0.014,-0.105
'[03:59:56.116 01/02/1989]',0.074,84.575,0.013,-0.105
'[03:59:56.120 01/02/1989]',0.080,84.575,0.016,-0.097
'[03:59:56.124 01/02/1989]',0.072,84.575,0.016,-0.121
'[03:59:56.128 01/02/1989]',0.088,84.180,0.017,-0.121
'[03:59:56.132 01/02/1989]',0.082,83.784,0.018,-0.129
'[03:59:56.136 01/02/1989]',0.098,83.784,0.019,-0.097
'[03:59:56.140 01/02/1989]',0.078,83.389,0.019,-0.097
'[03:59:56.144 01/02/1989]',0.094,83.192,0.021,-0.097
'[03:59:56.148 01/02/1989]',0.100,83.192,0.020,-0.097
'[03:59:56.152 01/02/1989]',0.078,83.192,0.019,-0.073
'[03:59:56.156 01/02/1989]',0.110,83.192,0.018,-0.089
'[03:59:56.160 01/02/1989]',0.098,82.401,0.020,-0.065
'[03:59:56.164 01/02/1989]',0.112,82.401,0.017,-0.097
'[03:59:56.168 01/02/1989]',0.124,82.401,0.018,-0.097
'[03:59:56.172 01/02/1989]',0.120,82.006,0.018,-0.129
'[03:59:56.176 01/02/1989]',0.128,81.611,0.017,-0.129
'[03:59:56.180 01/02/1989]',0.134,81.611,0.018,-0.137
'[03:59:56.184 01/02/1989]',0.116,81.611,0.017,-0.105
'[03:59:56.188 01/02/1989]',0.130,81.018,0.018,-0.097
'[03:59:56.192 01/02/1989]',0.124,80.820,0.019,-0.073
'[03:59:56.196 01/02/1989]',0.118,81.216,0.017,-0.073
'[03:59:56.200 01/02/1989]',0.104,80.623,0.018,-0.089
'[03:59:56.204 01/02/1989]',0.128,80.820,0.019,-0.097
'[03:59:56.208 01/02/1989]',0.114,80.425,0.019,-0.081
'[03:59:56.212 01/02/1989]',0.116,80.227,0.018,-0.073
'[03:59:56.216 01/02/1989]',0.128,80.030,0.019,-0.113
'[03:59:56.220 01/02/1989]',0.132,80.623,0.020,-0.129
'[03:59:56.224 01/02/1989]',0.136,80.425,0.019,-0.121
'[03:59:56.228 01/02/1989]',0.152,80.623,0.019,-0.073
'[03:59:56.232 01/02/1989]',0.148,81.216,0.019,-0.073
'[03:59:56.236 01/02/1989]',0.162,81.611,0.019,-0.048
'[03:59:56.240 01/02/1989]',0.156,83.192,0.019,-0.073
'[03:59:56.244 01/02/1989]',0.142,84.180,0.018,-0.065
'[03:59:56.248 01/02/1989]',0.152,85.760,0.019,-0.073
'[03:59:56.252 01/02/1989]',0.168,87.934,0.019,-0.081
'[03:59:56.256 01/02/1989]',0.178,90.305,0.017,-0.040
'[03:59:56.260 01/02/1989]',0.170,92.479,0.017,-0.048
'[03:59:56.264 01/02/1989]',0.192,95.048,0.016,-0.089
'[03:59:56.268 01/02/1989]',0.184,98.012,0.015,-0.081
'[03:59:56.272 01/02/1989]',0.196,101.371,0.014,-0.097
'[03:59:56.276 01/02/1989]',0.194,103.742,0.015,-0.089
'[03:59:56.280 01/02/1989]',0.184,106.509,0.015,-0.073
'[03:59:56.284 01/02/1989]',0.198,109.868,0.016,-0.097
'[03:59:56.288 01/02/1989]',0.200,112.635,0.019,-0.065
'[03:59:56.292 01/02/1989]',0.198,115.401,0.018,-0.073
'[03:59:56.296 01/02/1989]',0.204,118.168,0.018,-0.048
'[03:59:56.300 01/02/1989]',0.202,121.132,0.018,-0.032
'[03:59:56.304 01/02/1989]',0.204,122.712,0.019,-0.040
'[03:59:56.308 01/02/1989]',0.192,125.084,0.020,-0.065
'[03:59:56.312 01/02/1989]',0.184,126.862,0.017,-0.097
'[03:59:56.316 01/02/1989]',0.180,128.838,0.017,-0.065
'[03:59:56.320 01/02/1989]',0.166,130.024,0.018,-0.065
'[03:59:56.324 01/02/1989]',0.158,131.012,0.018,-0.129
'[03:59:56.328 01/02/1989]',0.148,132.198,0.019,-0.121
'[03:59:56.332 01/02/1989]',0.134,131.802,0.020,-0.113
'[03:59:56.336 01/02/1989]',0.118,132.000,0.020,-0.089
'[03:59:56.340 01/02/1989]',0.112,132.198,0.019,-0.073
'[03:59:56.344 01/02/1989]',0.098,131.605,0.021,-0.056
'[03:59:56.348 01/02/1989]',0.078,131.407,0.020,-0.056
'[03:59:56.352 01/02/1989]',0.064,130.814,0.019,-0.065
'[03:59:56.356 01/02/1989]',0.048,130.221,0.016,-0.081
'[03:59:56.360 01/02/1989]',0.040,129.036,0.015,-0.065
'[03:59:56.364 01/02/1989]',0.032,128.443,0.014,-0.097
'[03:59:56.368 01/02/1989]',0.020,127.455,0.015,-0.097
'[03:59:56.372 01/02/1989]',0.024,126.665,0.014,-0.097
'[03:59:56.376 01/02/1989]',0.018,125.084,0.014,-0.097
'[03:59:56.380 01/02/1989]',0.008,123.898,0.015,-0.097
'[03:59:56.384 01/02/1989]',0.006,122.712,0.017,-0.089
'[03:59:56.388 01/02/1989]',0.008,121.329,0.017,-0.097
'[03:59:56.392 01/02/1989]',0.016,120.341,0.019,-0.097
'[03:59:56.396 01/02/1989]',0.012,119.551,0.018,-0.065
'[03:59:56.400 01/02/1989]',0.012,119.156,0.020,-0.065
'[03:59:56.404 01/02/1989]',0.006,117.772,0.019,-0.073
'[03:59:56.408 01/02/1989]',0.008,116.389,0.020,-0.097
'[03:59:56.412 01/02/1989]',0.002,115.796,0.019,-0.113
'[03:59:56.416 01/02/1989]',0.002,115.599,0.019,-0.113
'[03:59:56.420 01/02/1989]',0.008,114.808,0.020,-0.097
'[03:59:56.424 01/02/1989]',0.008,114.808,0.020,-0.113
'[03:59:56.428 01/02/1989]',0.010,114.413,0.020,-0.081
'[03:59:56.432 01/02/1989]',0.016,113.623,0.021,-0.097
'[03:59:56.436 01/02/1989]',0.020,113.227,0.022,-0.065
'[03:59:56.440 01/02/1989]',0.020,112.437,0.021,-0.056
'[03:59:56.444 01/02/1989]',0.024,112.239,0.021,-0.048
'[03:59:56.448 01/02/1989]',0.024,112.042,0.020,-0.040
'[03:59:56.452 01/02/1989]',0.030,111.647,0.019,-0.048
'[03:59:56.456 01/02/1989]',0.024,111.054,0.018,-0.089
'[03:59:56.460 01/02/1989]',0.034,110.856,0.020,-0.065
