sample interval	    ECG	     BP	(C4-A1)	p (sum)
           7930	  0.090	 59.860	 -0.044	 -0.236
           7931	  0.100	 59.442	 -0.045	 -0.226
           7932	  0.090	 59.442	 -0.043	 -0.220
           7933	  0.085	 59.023	 -0.040	 -0.216
           7934	  0.090	 59.651	 -0.042	 -0.213
           7935	  0.100	 58.395	 -0.041	 -0.206
           7936	  0.085	 58.395	 -0.037	 -0.204
           7937	  0.090	 58.186	 -0.033	 -0.212
           7938	  0.075	 57.977	 -0.027	 -0.220
           7939	  0.095	 57.977	 -0.021	 -0.220
           7940	  0.090	 57.349	 -0.016	 -0.225
           7941	  0.095	 57.140	 -0.015	 -0.230
           7942	  0.090	 56.930	 -0.013	 -0.230
           7943	  0.100	 56.302	 -0.010	 -0.212
           7944	  0.100	 56.093	 -0.011	 -0.217
           7945	  0.100	 56.093	 -0.013	 -0.212
           7946	  0.105	 55.884	 -0.015	 -0.206
           7947	  0.115	 55.465	 -0.015	 -0.203
           7948	  0.120	 54.837	 -0.016	 -0.220
           7949	  0.120	 54.628	 -0.019	 -0.212
           7950	  0.120	 54.419	 -0.020	 -0.214
           7951	  0.130	 54.419	 -0.021	 -0.220
           7952	  0.130	 54.419	 -0.021	 -0.232
           7953	  0.135	 53.791	 -0.021	 -0.233
           7954	  0.135	 53.791	 -0.019	 -0.232
           7955	  0.150	 53.372	 -0.019	 -0.235
           7956	  0.160	 53.581	 -0.020	 -0.220
           7957	  0.155	 52.953	 -0.016	 -0.214
           7958	  0.140	 52.326	 -0.013	 -0.210
           7959	  0.130	 52.744	 -0.016	 -0.197
           7960	  0.130	 52.116	 -0.017	 -0.200
           7961	  0.135	 51.698	 -0.016	 -0.209
           7962	  0.115	 51.698	 -0.017	 -0.214
           7963	  0.105	 51.279	 -0.021	 -0.214
           7964	  0.100	 51.698	 -0.022	 -0.214
           7965	  0.100	 51.070	 -0.026	 -0.230
           7966	  0.100	 51.070	 -0.031	 -0.213
           7967	  0.095	 50.860	 -0.035	 -0.209
           7968	  0.085	 50.442	 -0.040	 -0.200
           7969	  0.080	 49.814	 -0.043	 -0.201
           7970	  0.065	 50.442	 -0.046	 -0.193
           7971	  0.075	 49.605	 -0.046	 -0.190
           7972	  0.065	 49.605	 -0.042	 -0.188
           7973	  0.080	 49.186	 -0.041	 -0.197
           7974	  0.065	 49.605	 -0.039	 -0.196
           7975	  0.075	 49.395	 -0.037	 -0.209
           7976	  0.075	 48.767	 -0.033	 -0.209
           7977	  0.080	 48.767	 -0.032	 -0.220
           7978	  0.075	 48.558	 -0.031	 -0.207
           7979	  0.085	 48.140	 -0.033	 -0.214
           7980	  0.085	 48.767	 -0.036	 -0.199
           7981	  0.075	 48.558	 -0.044	 -0.191
           7982	  0.080	 47.721	 -0.047	 -0.180
           7983	  0.075	 47.930	 -0.051	 -0.174
           7984	  0.080	 48.140	 -0.056	 -0.168
           7985	  0.065	 47.930	 -0.061	 -0.180
           7986	  0.075	 47.093	 -0.060	 -0.184
           7987	  0.115	 47.302	 -0.059	 -0.184
           7988	  0.135	 47.093	 -0.057	 -0.188
           7989	  0.210	 47.302	 -0.051	 -0.186
           7990	  0.325	 46.884	 -0.043	 -0.204
           7991	  0.475	 47.093	 -0.032	 -0.191
           7992	  0.665	 46.465	 -0.020	 -0.183
           7993	  0.860	 46.674	 -0.011	 -0.167
           7994	  0.935	 45.628	 -0.010	 -0.170
           7995	  0.775	 46.256	 -0.019	 -0.149
           7996	  0.485	 45.628	 -0.027	 -0.162
           7997	  0.130	 45.628	 -0.038	 -0.158
           7998	 -0.180	 45.419	 -0.041	 -0.170
           7999	 -0.305	 45.628	 -0.046	 -0.165
           8000	 -0.315	 45.419	 -0.045	 -0.180
           8001	 -0.200	 45.628	 -0.047	 -0.174
           8002	 -0.115	 45.419	 -0.048	 -0.188
           8003	 -0.055	 45.000	 -0.051	 -0.180
           8004	 -0.000	 45.209	 -0.053	 -0.180
           8005	  0.025	 44.791	 -0.054	 -0.174
           8006	  0.060	 44.581	 -0.056	 -0.162
           8007	  0.080	 44.581	 -0.054	 -0.155
           8008	  0.080	 43.953	 -0.052	 -0.158
           8009	  0.085	 45.000	 -0.054	 -0.154
           8010	  0.070	 44.581	 -0.053	 -0.155
           8011	  0.085	 43.744	 -0.049	 -0.167
           8012	  0.090	 43.953	 -0.044	 -0.180
           8013	  0.090	 44.581	 -0.040	 -0.186
           8014	  0.080	 44.163	 -0.034	 -0.180
           8015	  0.090	 44.163	 -0.030	 -0.186
           8016	  0.080	 44.163	 -0.026	 -0.180
           8017	  0.100	 44.163	 -0.021	 -0.180
           8018	  0.100	 43.953	 -0.017	 -0.161
           8019	  0.100	 43.535	 -0.017	 -0.159
           8020	  0.100	 43.535	 -0.017	 -0.154
           8021	  0.100	 43.953	 -0.021	 -0.162
           8022	  0.100	 43.744	 -0.022	 -0.152
           8023	  0.105	 43.744	 -0.027	 -0.170
           8024	  0.110	 43.744	 -0.033	 -0.170
           8025	  0.110	 43.744	 -0.037	 -0.181
           8026	  0.120	 43.535	 -0.041	 -0.177
           8027	  0.110	 43.744	 -0.044	 -0.190
           8028	  0.125	 43.744	 -0.044	 -0.183
           8029	  0.125	 43.535	 -0.044	 -0.180
           8030	  0.125	 43.744	 -0.043	 -0.174
           8031	  0.110	 43.535	 -0.041	 -0.177
           8032	  0.120	 43.326	 -0.034	 -0.165
           8033	  0.125	 42.907	 -0.029	 -0.161
           8034	  0.130	 43.535	 -0.028	 -0.155
           8035	  0.135	 43.326	 -0.025	 -0.167
           8036	  0.140	 42.907	 -0.021	 -0.177
           8037	  0.135	 43.326	 -0.018	 -0.175
           8038	  0.140	 42.907	 -0.017	 -0.191
           8039	  0.140	 43.326	 -0.015	 -0.191
           8040	  0.150	 43.953	 -0.015	 -0.197
           8041	  0.150	 44.163	 -0.015	 -0.183
           8042	  0.165	 45.419	 -0.014	 -0.186
           8043	  0.160	 46.884	 -0.010	 -0.165
           8044	  0.180	 48.558	 -0.010	 -0.167
           8045	  0.180	 50.442	 -0.013	 -0.155
           8046	  0.180	 52.744	 -0.012	 -0.162
           8047	  0.190	 55.465	 -0.012	 -0.157
           8048	  0.200	 57.977	 -0.012	 -0.178
           8049	  0.195	 60.488	 -0.011	 -0.174
           8050	  0.210	 63.000	 -0.009	 -0.197
           8051	  0.205	 66.349	 -0.003	 -0.186
           8052	  0.215	 69.070	 -0.001	 -0.186
           8053	  0.205	 72.209	  0.006	 -0.183
           8054	  0.210	 74.930	  0.009	 -0.188
           8055	  0.220	 78.279	  0.009	 -0.171
           8056	  0.225	 80.581	  0.008	 -0.168
           8057	  0.215	 83.302	  0.006	 -0.154
           8058	  0.210	 86.233	  0.003	 -0.168
           8059	  0.220	 88.953	 -0.005	 -0.164
           8060	  0.215	 90.628	 -0.010	 -0.175
           8061	  0.205	 92.093	 -0.014	 -0.174
           8062	  0.210	 94.395	 -0.018	 -0.174
           8063	  0.220	 95.860	 -0.022	 -0.174
           8064	  0.200	 97.535	 -0.023	 -0.180
           8065	  0.200	 98.581	 -0.026	 -0.184
           8066	  0.200	 99.837	 -0.027	 -0.174
           8067	  0.180	100.884	 -0.025	 -0.162
           8068	  0.180	101.302	 -0.021	 -0.151
           8069	  0.170	101.930	 -0.020	 -0.151
           8070	  0.155	102.349	 -0.019	 -0.133
           8071	  0.130	102.977	 -0.018	 -0.143
           8072	  0.130	102.767	 -0.013	 -0.143
           8073	  0.115	102.349	 -0.010	 -0.146
           8074	  0.100	101.721	 -0.009	 -0.143
           8075	  0.090	100.884	 -0.007	 -0.157
           8076	  0.065	100.674	 -0.005	 -0.139
           8077	  0.045	 99.837	 -0.003	 -0.145
           8078	  0.045	 98.372	  0.000	 -0.128
           8079	  0.040	 97.116	  0.002	 -0.123
           8080	  0.020	 95.651	  0.004	 -0.107
           8081	  0.020	 94.814	  0.003	 -0.109
           8082	  0.015	 93.139	  0.005	 -0.094
           8083	  0.020	 91.465	  0.007	 -0.097
           8084	  0.005	 90.628	  0.003	 -0.096
           8085	 -0.000	 89.163	 -0.000	 -0.104
           8086	 -0.000	 87.698	 -0.001	 -0.106
           8087	 -0.000	 86.442	 -0.003	 -0.110
           8088	 -0.000	 85.605	 -0.007	 -0.116
           8089	 -0.010	 83.930	 -0.008	 -0.103
           8090	 -0.000	 82.465	 -0.011	 -0.106
           8091	 -0.000	 81.419	 -0.014	 -0.090
           8092	 -0.010	 80.163	 -0.015	 -0.087
           8093	 -0.000	 78.907	 -0.012	 -0.077
           8094	  0.005	 78.070	 -0.013	 -0.078
           8095	  0.020	 77.233	 -0.012	 -0.064
           8096	  0.015	 76.186	 -0.009	 -0.080
           8097	  0.020	 75.767	 -0.006	 -0.070
           8098	  0.010	 75.139	 -0.003	 -0.081
           8099	  0.015	 74.093	 -0.000	 -0.074
           8100	  0.020	 73.046	  0.000	 -0.081
           8101	  0.020	 73.046	  0.001	 -0.072
           8102	  0.035	 72.209	  0.000	 -0.068
           8103	  0.020	 71.163	 -0.000	 -0.055
           8104	  0.030	 70.326	 -0.002	 -0.058
           8105	  0.020	 70.116	 -0.004	 -0.043
           8106	  0.030	 69.488	 -0.009	 -0.042
           8107	  0.025	 68.233	 -0.011	 -0.032
           8108	  0.030	 67.605	 -0.012	 -0.036
           8109	  0.035	 67.186	 -0.017	 -0.041
           8110	  0.045	 66.349	 -0.022	 -0.046
           8111	  0.040	 65.512	 -0.023	 -0.052
           8112	  0.040	 65.093	 -0.027	 -0.051
           8113	  0.035	 65.093	 -0.030	 -0.048
           8114	  0.040	 63.837	 -0.032	 -0.041
           8115	  0.040	 63.209	 -0.033	 -0.038
           8116	  0.030	 63.000	 -0.034	 -0.023
           8117	  0.035	 62.372	 -0.034	 -0.019
           8118	  0.050	 61.326	 -0.030	 -0.006
           8119	  0.040	 60.698	 -0.031	 -0.004
           8120	  0.045	 61.116	 -0.030	  0.004
           8121	  0.040	 60.488	 -0.029	 -0.007
           8122	  0.050	 59.860	 -0.025	 -0.000
           8123	  0.040	 59.442	 -0.023	 -0.012
           8124	  0.055	 59.233	 -0.022	 -0.001
           8125	  0.045	 59.233	 -0.021	 -0.012
           8126	  0.050	 59.023	 -0.019	  0.003
           8127	  0.050	 58.186	 -0.021	  0.003
           8128	  0.040	 58.814	 -0.018	  0.016
           8129	  0.035	 57.977	 -0.017	  0.023
           8130	  0.055	 57.977	 -0.018	  0.032
           8131	  0.055	 57.977	 -0.019	  0.028
           8132	  0.055	 57.977	 -0.018	  0.041
           8133	  0.055	 57.977	 -0.019	  0.033
           8134	  0.040	 57.977	 -0.020	  0.029
           8135	  0.035	 57.977	 -0.022	  0.026
           8136	  0.045	 57.977	 -0.020	  0.020
           8137	  0.050	 58.395	 -0.017	  0.028
           8138	  0.040	 59.023	 -0.018	  0.029
           8139	  0.055	 58.814	 -0.017	  0.036
           8140	  0.060	 59.023	 -0.016	  0.042
           8141	  0.060	 59.651	 -0.020	  0.054
           8142	  0.060	 59.442	 -0.020	  0.062
           8143	  0.055	 59.442	 -0.019	  0.072
           8144	  0.055	 59.860	 -0.020	  0.072
           8145	  0.060	 60.070	 -0.021	  0.075
           8146	  0.055	 60.070	 -0.022	  0.065
           8147	  0.050	 60.279	 -0.021	  0.072
           8148	  0.060	 60.488	 -0.020	  0.064
           8149	  0.060	 60.488	 -0.021	  0.068
           8150	  0.070	 60.907	 -0.020	  0.068
           8151	  0.060	 61.116	 -0.022	  0.081
           8152	  0.070	 61.535	 -0.023	  0.086
           8153	  0.070	 61.326	 -0.025	  0.097
           8154	  0.080	 61.535	 -0.025	  0.106
           8155	  0.065	 61.744	 -0.026	  0.120
           8156	  0.080	 61.953	 -0.029	  0.117
           8157	  0.080	 61.953	 -0.029	  0.128
           8158	  0.075	 61.326	 -0.028	  0.122
           8159	  0.070	 61.535	 -0.032	  0.122
           8160	  0.075	 61.744	 -0.036	  0.119
           8161	  0.080	 61.535	 -0.034	  0.116
           8162	  0.080	 61.326	 -0.035	  0.117
           8163	  0.080	 61.744	 -0.037	  0.117
           8164	  0.075	 62.163	 -0.035	  0.129
           8165	  0.080	 61.744	 -0.033	  0.136
           8166	  0.080	 61.535	 -0.034	  0.152
           8167	  0.080	 62.163	 -0.034	  0.159
           8168	  0.080	 61.535	 -0.032	  0.162
           8169	  0.085	 61.535	 -0.034	  0.167
           8170	  0.090	 61.326	 -0.036	  0.174
           8171	  0.085	 61.326	 -0.031	  0.158
           8172	  0.090	 61.326	 -0.032	  0.172
           8173	  0.080	 60.907	 -0.030	  0.161
           8174	  0.085	 60.279	 -0.030	  0.168
           8175	  0.090	 60.488	 -0.031	  0.174
           8176	  0.080	 60.279	 -0.029	  0.184
           8177	  0.090	 60.279	 -0.032	  0.190
           8178	  0.100	 59.651	 -0.033	  0.199
           8179	  0.080	 59.651	 -0.035	  0.214
           8180	  0.100	 59.651	 -0.037	  0.226
           8181	  0.080	 59.442	 -0.039	  0.220
           8182	  0.085	 59.023	 -0.038	  0.225
           8183	  0.080	 58.814	 -0.035	  0.216
           8184	  0.090	 58.814	 -0.036	  0.219
           8185	  0.090	 58.186	 -0.037	  0.219
           8186	  0.100	 57.977	 -0.037	  0.217
           8187	  0.095	 57.977	 -0.035	  0.223
           8188	  0.095	 57.349	 -0.038	  0.222
           8189	  0.085	 57.558	 -0.040	  0.236
           8190	  0.095	 56.512	 -0.042	  0.239
           8191	  0.090	 56.721	 -0.045	  0.255
           8192	  0.080	 56.721	 -0.044	  0.261
           8193	  0.095	 55.884	 -0.041	  0.267
           8194	  0.105	 55.256	 -0.042	  0.259
           8195	  0.110	 55.465	 -0.042	  0.258
           8196	  0.115	 55.256	 -0.042	  0.246
           8197	  0.105	 54.837	 -0.040	  0.252
           8198	  0.110	 54.837	 -0.040	  0.241
           8199	  0.115	 54.419	 -0.038	  0.249
           8200	  0.120	 54.000	 -0.037	  0.243
           8201	  0.120	 53.791	 -0.037	  0.259
           8202	  0.130	 53.791	 -0.034	  0.267
           8203	  0.140	 53.372	 -0.035	  0.284
           8204	  0.150	 52.953	 -0.034	  0.284
           8205	  0.150	 52.744	 -0.034	  0.288
           8206	  0.140	 52.535	 -0.036	  0.290
           8207	  0.135	 52.535	 -0.036	  0.297
           8208	  0.135	 52.744	 -0.035	  0.283
           8209	  0.120	 52.744	 -0.039	  0.290
           8210	  0.120	 51.907	 -0.042	  0.291
           8211	  0.110	 51.070	 -0.038	  0.286
           8212	  0.120	 51.488	 -0.038	  0.304
           8213	  0.100	 51.698	 -0.039	  0.301
           8214	  0.090	 51.279	 -0.036	  0.319
           8215	  0.090	 50.651	 -0.037	  0.335
           8216	  0.070	 50.442	 -0.038	  0.346
           8217	  0.080	 50.233	 -0.036	  0.348
           8218	  0.060	 49.814	 -0.033	  0.357
           8219	  0.070	 49.605	 -0.034	  0.348
           8220	  0.075	 49.395	 -0.035	  0.357
           8221	  0.080	 49.814	 -0.032	  0.342
           8222	  0.075	 49.186	 -0.027	  0.352
           8223	  0.080	 49.186	 -0.024	  0.348
           8224	  0.070	 48.767	 -0.023	  0.354
           8225	  0.080	 48.349	 -0.021	  0.357
           8226	  0.075	 48.767	 -0.020	  0.364
           8227	  0.080	 48.767	 -0.022	  0.364
           8228	  0.080	 47.930	 -0.022	  0.387
           8229	  0.080	 48.140	 -0.022	  0.394
           8230	  0.085	 47.930	 -0.024	  0.400
           8231	  0.090	 47.302	 -0.029	  0.400
           8232	  0.080	 47.512	 -0.028	  0.394
           8233	  0.100	 47.093	 -0.027	  0.401
           8234	  0.100	 47.302	 -0.030	  0.394
           8235	  0.105	 46.674	 -0.027	  0.410
           8236	  0.135	 46.884	 -0.024	  0.401
           8237	  0.180	 46.884	 -0.021	  0.420
           8238	  0.260	 46.465	 -0.019	  0.430
           8239	  0.380	 46.256	 -0.011	  0.441
           8240	  0.550	 46.046	 -0.001	  0.441
           8241	  0.735	 46.046	  0.003	  0.458
           8242	  0.860	 46.046	  0.009	  0.458
           8243	  0.895	 45.837	  0.006	  0.461
           8244	  0.660	 45.419	 -0.004	  0.454
           8245	  0.330	 45.628	 -0.020	  0.452
           8246	 -0.010	 45.628	 -0.031	  0.452
           8247	 -0.210	 45.628	 -0.037	  0.449
           8248	 -0.295	 45.419	 -0.039	  0.446
           8249	 -0.255	 45.837	 -0.039	  0.454
           8250	 -0.145	 45.419	 -0.037	  0.455
           8251	 -0.080	 45.419	 -0.035	  0.490
           8252	 -0.015	 44.791	 -0.035	  0.480
           8253	  0.005	 44.581	 -0.035	  0.503
           8254	  0.040	 44.372	 -0.034	  0.506
           8255	  0.060	 45.000	 -0.036	  0.504
           8256	  0.065	 45.209	 -0.039	  0.509
           8257	  0.080	 44.581	 -0.037	  0.496
           8258	  0.070	 44.372	 -0.036	  0.503
           8259	  0.080	 44.581	 -0.037	  0.499
           8260	  0.075	 43.744	 -0.039	  0.499
           8261	  0.080	 43.744	 -0.037	  0.506
           8262	  0.080	 44.372	 -0.035	  0.504
           8263	  0.085	 44.372	 -0.036	  0.516
           8264	  0.100	 43.953	 -0.036	  0.533
           8265	  0.100	 43.744	 -0.037	  0.530
           8266	  0.090	 43.953	 -0.038	  0.538
           8267	  0.100	 43.744	 -0.037	  0.548
           8268	  0.085	 43.744	 -0.033	  0.557
           8269	  0.100	 43.744	 -0.032	  0.555
           8270	  0.105	 43.744	 -0.031	  0.558
           8271	  0.115	 43.535	 -0.030	  0.539
           8272	  0.120	 43.744	 -0.027	  0.545
           8273	  0.105	 43.744	 -0.028	  0.545
           8274	  0.120	 43.326	 -0.028	  0.564
           8275	  0.120	 43.744	 -0.029	  0.565
           8276	  0.110	 43.535	 -0.028	  0.575
           8277	  0.110	 43.326	 -0.029	  0.580
           8278	  0.120	 43.326	 -0.028	  0.606
           8279	  0.120	 43.744	 -0.030	  0.612
           8280	  0.120	 43.116	 -0.031	  0.601
           8281	  0.120	 43.326	 -0.032	  0.594
           8282	  0.140	 42.907	 -0.031	  0.607
           8283	  0.120	 42.698	 -0.031	  0.600
           8284	  0.125	 43.744	 -0.033	  0.591
           8285	  0.140	 43.116	 -0.037	  0.587
           8286	  0.140	 42.488	 -0.035	  0.603
           8287	  0.145	 43.326	 -0.033	  0.625
           8288	  0.120	 43.535	 -0.034	  0.610
           8289	  0.160	 43.535	 -0.033	  0.638
           8290	  0.145	 44.163	 -0.032	  0.630
           8291	  0.165	 44.581	 -0.033	  0.655
           8292	  0.155	 46.256	 -0.033	  0.635
           8293	  0.180	 47.930	 -0.029	  0.657
           8294	  0.170	 49.395	 -0.029	  0.625
           8295	  0.175	 51.907	 -0.028	  0.655
           8296	  0.180	 54.209	 -0.026	  0.620
           8297	  0.200	 57.140	 -0.024	  0.655
           8298	  0.200	 59.233	 -0.023	  0.635
           8299	  0.210	 61.535	 -0.022	  0.661
           8300	  0.190	 64.046	 -0.021	  0.646
           8301	  0.220	 67.395	 -0.019	  0.677
           8302	  0.225	 70.535	 -0.017	  0.681
           8303	  0.210	 73.046	 -0.015	  0.674
           8304	  0.210	 75.349	 -0.014	  0.672
           8305	  0.230	 78.488	 -0.013	  0.693
           8306	  0.240	 81.419	 -0.017	  0.686
           8307	  0.220	 83.512	 -0.016	  0.661
           8308	  0.225	 85.605	 -0.014	  0.670
           8309	  0.220	 88.326	 -0.016	  0.674
           8310	  0.215	 90.209	 -0.019	  0.659
           8311	  0.205	 91.884	 -0.017	  0.680
           8312	  0.220	 93.349	 -0.017	  0.694
           8313	  0.200	 94.814	 -0.019	  0.693
           8314	  0.190	 96.488	 -0.019	  0.694
           8315	  0.175	 96.907	 -0.020	  0.706
           8316	  0.160	 98.581	 -0.021	  0.714
           8317	  0.165	 99.000	 -0.021	  0.713
           8318	  0.155	 99.628	 -0.020	  0.706
           8319	  0.145	 99.419	 -0.022	  0.687
           8320	  0.130	 99.837	 -0.022	  0.696
           8321	  0.110	100.046	 -0.023	  0.697
           8322	  0.095	 99.837	 -0.021	  0.719
           8323	  0.085	 99.628	 -0.021	  0.701
           8324	  0.070	 99.000	 -0.021	  0.736
           8325	  0.060	 98.581	 -0.023	  0.719
           8326	  0.040	 97.326	 -0.021	  0.738
           8327	  0.035	 96.279	 -0.022	  0.749
           8328	  0.025	 95.233	 -0.023	  0.765
           8329	  0.020	 94.186	 -0.023	  0.757
