sample interval	    ECG	     BP	(C3-O1)	(nasal)
           8441	  0.002	 79.461	 -0.026	  0.209
           8442	 -0.002	 79.026	 -0.025	  0.209
           8443	  0.006	 78.592	 -0.022	  0.207
           8444	  0.008	 78.737	 -0.021	  0.207
           8445	 -0.000	 78.882	 -0.019	  0.206
           8446	 -0.000	 78.592	 -0.017	  0.206
           8447	  0.006	 78.447	 -0.017	  0.205
           8448	  0.004	 78.158	 -0.016	  0.205
           8449	  0.024	 77.868	 -0.014	  0.204
           8450	  0.024	 78.158	 -0.014	  0.203
           8451	  0.024	 77.145	 -0.014	  0.204
           8452	  0.026	 77.289	 -0.013	  0.203
           8453	  0.032	 77.145	 -0.011	  0.203
           8454	  0.040	 77.289	 -0.012	  0.201
           8455	  0.044	 76.711	 -0.010	  0.201
           8456	  0.044	 76.711	 -0.010	  0.199
           8457	  0.046	 76.711	 -0.012	  0.199
           8458	  0.044	 76.566	 -0.014	  0.199
           8459	  0.048	 76.421	 -0.014	  0.198
           8460	  0.048	 76.566	 -0.012	  0.197
           8461	  0.046	 76.566	 -0.014	  0.197
           8462	  0.052	 76.276	 -0.013	  0.196
           8463	  0.052	 76.276	 -0.013	  0.196
           8464	  0.058	 76.276	 -0.016	  0.194
           8465	  0.056	 75.987	 -0.019	  0.194
           8466	  0.054	 75.842	 -0.021	  0.193
           8467	  0.066	 76.276	 -0.022	  0.192
           8468	  0.072	 75.987	 -0.026	  0.192
           8469	  0.076	 75.697	 -0.024	  0.191
           8470	  0.074	 75.553	 -0.026	  0.190
           8471	  0.084	 75.987	 -0.021	  0.190
           8472	  0.082	 75.697	 -0.021	  0.189
           8473	  0.098	 75.697	 -0.019	  0.189
           8474	  0.088	 75.842	 -0.018	  0.187
           8475	  0.112	 75.842	 -0.016	  0.187
           8476	  0.104	 76.132	 -0.014	  0.187
           8477	  0.114	 76.855	 -0.012	  0.186
           8478	  0.120	 77.724	 -0.009	  0.185
           8479	  0.122	 79.026	 -0.008	  0.184
           8480	  0.128	 80.329	 -0.006	  0.184
           8481	  0.138	 81.921	 -0.004	  0.183
           8482	  0.142	 83.513	 -0.006	  0.181
           8483	  0.152	 85.395	 -0.007	  0.181
           8484	  0.158	 87.276	 -0.010	  0.180
           8485	  0.174	 89.303	 -0.011	  0.179
           8486	  0.172	 91.184	 -0.013	  0.179
           8487	  0.184	 93.645	 -0.012	  0.178
           8488	  0.190	 95.816	 -0.011	  0.177
           8489	  0.198	 97.987	 -0.011	  0.176
           8490	  0.200	100.013	 -0.011	  0.176
           8491	  0.204	102.474	 -0.012	  0.175
           8492	  0.220	104.789	 -0.012	  0.175
           8493	  0.232	107.250	 -0.016	  0.174
           8494	  0.234	109.566	 -0.015	  0.174
           8495	  0.248	111.882	 -0.015	  0.172
           8496	  0.242	114.342	 -0.016	  0.171
           8497	  0.232	116.368	 -0.017	  0.170
           8498	  0.234	118.539	 -0.015	  0.169
           8499	  0.236	120.566	 -0.014	  0.168
           8500	  0.224	122.447	 -0.016	  0.167
           8501	  0.220	124.329	 -0.011	  0.166
           8502	  0.198	125.342	 -0.012	  0.165
           8503	  0.182	126.066	 -0.011	  0.164
           8504	  0.154	127.079	 -0.011	  0.164
           8505	  0.128	127.224	 -0.011	  0.163
           8506	  0.104	127.658	 -0.013	  0.162
           8507	  0.078	127.658	 -0.012	  0.161
           8508	  0.046	127.079	 -0.014	  0.160
           8509	  0.026	126.934	 -0.015	  0.158
           8510	  0.016	126.066	 -0.013	  0.156
           8511	 -0.000	125.487	 -0.014	  0.155
           8512	 -0.012	124.763	 -0.012	  0.155
           8513	 -0.034	123.895	 -0.009	  0.153
           8514	 -0.038	122.447	 -0.010	  0.152
           8515	 -0.040	121.434	 -0.009	  0.150
           8516	 -0.040	119.987	 -0.009	  0.148
           8517	 -0.044	118.829	 -0.006	  0.147
           8518	 -0.048	117.382	 -0.008	  0.145
           8519	 -0.052	116.224	 -0.010	  0.143
           8520	 -0.048	115.211	 -0.011	  0.142
           8521	 -0.040	114.342	 -0.015	  0.138
           8522	 -0.044	112.750	 -0.021	  0.137
           8523	 -0.044	111.013	 -0.024	  0.136
           8524	 -0.048	110.434	 -0.021	  0.134
           8525	 -0.034	109.132	 -0.019	  0.133
           8526	 -0.036	108.263	 -0.013	  0.131
           8527	 -0.032	107.395	 -0.009	  0.128
           8528	 -0.034	106.237	 -0.007	  0.126
           8529	 -0.026	105.658	 -0.006	  0.122
           8530	 -0.030	104.355	 -0.007	  0.120
           8531	 -0.016	104.066	 -0.005	  0.116
           8532	 -0.020	103.197	 -0.006	  0.112
           8533	 -0.012	102.329	 -0.004	  0.108
           8534	 -0.016	101.605	 -0.005	  0.103
           8535	 -0.008	101.171	 -0.004	  0.098
           8536	 -0.008	100.303	 -0.003	  0.094
           8537	 -0.008	 99.868	 -0.000	  0.089
           8538	 -0.004	 99.145	  0.002	  0.085
           8539	 -0.000	 98.711	  0.005	  0.081
           8540	 -0.000	 98.132	  0.004	  0.077
           8541	 -0.000	 97.408	  0.006	  0.073
           8542	  0.002	 96.974	  0.006	  0.069
           8543	  0.002	 95.961	  0.007	  0.066
           8544	  0.016	 95.671	  0.005	  0.063
           8545	  0.012	 94.658	  0.005	  0.060
           8546	  0.016	 94.368	  0.005	  0.058
           8547	  0.022	 93.211	  0.003	  0.055
           8548	  0.014	 92.921	  0.001	  0.053
           8549	  0.018	 92.342	  0.003	  0.052
           8550	  0.022	 91.763	  0.003	  0.051
           8551	  0.018	 91.184	  0.003	  0.049
           8552	  0.022	 90.895	  0.004	  0.048
           8553	  0.030	 90.605	  0.007	  0.047
           8554	  0.026	 90.026	  0.004	  0.045
           8555	  0.026	 89.447	  0.008	  0.045
           8556	  0.038	 89.592	  0.011	  0.043
           8557	  0.036	 88.868	  0.011	  0.040
           8558	  0.026	 89.158	  0.012	  0.040
           8559	  0.028	 88.724	  0.014	  0.039
           8560	  0.042	 88.724	  0.013	  0.037
           8561	  0.032	 88.724	  0.013	  0.036
           8562	  0.036	 88.434	  0.014	  0.035
           8563	  0.046	 88.434	  0.016	  0.033
           8564	  0.050	 88.868	  0.015	  0.032
           8565	  0.042	 88.868	  0.013	  0.031
           8566	  0.040	 89.447	  0.011	  0.028
           8567	  0.042	 89.737	  0.010	  0.028
           8568	  0.042	 90.026	  0.010	  0.026
           8569	  0.038	 90.605	  0.011	  0.024
           8570	  0.036	 90.750	  0.012	  0.024
           8571	  0.058	 91.184	  0.016	  0.022
           8572	  0.046	 91.763	  0.016	  0.022
           8573	  0.048	 91.763	  0.018	  0.021
           8574	  0.050	 92.342	  0.019	  0.019
           8575	  0.054	 93.066	  0.018	  0.018
           8576	  0.046	 93.355	  0.018	  0.018
           8577	  0.056	 93.934	  0.019	  0.017
           8578	  0.056	 94.079	  0.020	  0.016
           8579	  0.050	 94.513	  0.019	  0.014
           8580	  0.054	 94.803	  0.018	  0.015
           8581	  0.054	 94.947	  0.018	  0.014
           8582	  0.052	 95.671	  0.018	  0.012
           8583	  0.058	 95.816	  0.016	  0.011
           8584	  0.056	 96.250	  0.016	  0.010
           8585	  0.064	 96.684	  0.016	  0.010
           8586	  0.068	 96.974	  0.017	  0.008
           8587	  0.064	 96.974	  0.018	  0.009
           8588	  0.060	 97.118	  0.020	  0.009
           8589	  0.066	 97.263	  0.020	  0.007
           8590	  0.072	 96.829	  0.018	  0.006
           8591	  0.064	 97.118	  0.017	  0.005
           8592	  0.066	 97.263	  0.016	  0.004
           8593	  0.062	 97.263	  0.013	  0.003
           8594	  0.062	 96.974	  0.015	  0.003
           8595	  0.074	 96.829	  0.015	  0.002
           8596	  0.076	 96.829	  0.017	  0.000
           8597	  0.074	 96.250	  0.018	 -0.000
           8598	  0.082	 95.816	  0.020	 -0.000
           8599	  0.080	 95.671	  0.021	 -0.000
           8600	  0.076	 95.237	  0.018	 -0.002
           8601	  0.080	 94.513	  0.017	 -0.001
           8602	  0.090	 94.368	  0.018	 -0.002
           8603	  0.100	 93.934	  0.020	 -0.003
           8604	  0.112	 93.500	  0.021	 -0.004
           8605	  0.120	 92.776	  0.021	 -0.005
           8606	  0.126	 92.342	  0.020	 -0.005
           8607	  0.134	 91.908	  0.016	 -0.006
           8608	  0.132	 91.763	  0.014	 -0.007
           8609	  0.142	 91.184	  0.008	 -0.007
           8610	  0.136	 91.184	  0.005	 -0.007
           8611	  0.136	 90.461	  0.003	 -0.009
           8612	  0.128	 90.026	  0.003	 -0.011
           8613	  0.120	 89.737	  0.005	 -0.010
           8614	  0.128	 89.447	  0.008	 -0.012
           8615	  0.122	 89.303	  0.010	 -0.014
           8616	  0.114	 89.158	  0.011	 -0.014
           8617	  0.116	 88.868	  0.014	 -0.015
           8618	  0.108	 88.289	  0.010	 -0.016
           8619	  0.090	 88.289	  0.008	 -0.018
           8620	  0.082	 87.711	  0.006	 -0.019
           8621	  0.064	 87.711	  0.004	 -0.019
           8622	  0.058	 87.132	  0.005	 -0.021
           8623	  0.052	 87.132	  0.004	 -0.022
           8624	  0.064	 86.987	  0.007	 -0.023
           8625	  0.066	 86.842	  0.006	 -0.025
           8626	  0.062	 86.553	  0.008	 -0.026
           8627	  0.070	 86.263	  0.008	 -0.027
           8628	  0.068	 85.974	  0.010	 -0.027
           8629	  0.058	 86.118	  0.010	 -0.029
           8630	  0.066	 85.395	  0.011	 -0.028
           8631	  0.064	 85.539	  0.011	 -0.029
           8632	  0.064	 85.395	  0.010	 -0.030
           8633	  0.066	 85.250	  0.009	 -0.031
           8634	  0.062	 84.961	  0.003	 -0.031
           8635	  0.062	 84.816	  0.003	 -0.033
           8636	  0.064	 85.105	  0.002	 -0.034
           8637	  0.064	 84.816	  0.000	 -0.035
           8638	  0.062	 84.382	  0.002	 -0.035
           8639	  0.074	 84.382	 -0.001	 -0.035
           8640	  0.072	 83.803	  0.003	 -0.035
           8641	  0.060	 84.237	  0.001	 -0.037
           8642	  0.080	 83.658	  0.004	 -0.037
           8643	  0.078	 83.947	  0.000	 -0.037
           8644	  0.072	 83.947	  0.001	 -0.037
           8645	  0.058	 83.368	  0.002	 -0.037
           8646	  0.028	 83.513	  0.004	 -0.039
           8647	 -0.000	 83.079	  0.000	 -0.039
           8648	 -0.016	 83.368	  0.002	 -0.039
           8649	  0.026	 83.079	  0.001	 -0.039
           8650	  0.122	 83.224	 -0.001	 -0.040
           8651	  0.286	 82.645	 -0.003	 -0.041
           8652	  0.520	 82.934	 -0.007	 -0.042
           8653	  0.772	 82.934	 -0.009	 -0.042
           8654	  1.004	 82.789	 -0.012	 -0.042
           8655	  1.164	 82.934	 -0.013	 -0.043
           8656	  1.256	 83.079	 -0.010	 -0.043
           8657	  1.220	 82.789	 -0.005	 -0.045
           8658	  0.920	 82.500	 -0.005	 -0.044
           8659	  0.440	 82.500	 -0.005	 -0.044
           8660	  0.078	 82.211	 -0.005	 -0.045
           8661	 -0.228	 82.211	 -0.006	 -0.045
           8662	 -0.254	 82.500	 -0.006	 -0.047
           8663	 -0.134	 82.355	 -0.004	 -0.046
           8664	 -0.020	 81.921	 -0.003	 -0.048
           8665	  0.008	 81.487	 -0.002	 -0.048
           8666	  0.002	 81.921	  0.002	 -0.048
           8667	 -0.000	 81.921	  0.002	 -0.049
           8668	 -0.014	 81.921	  0.003	 -0.049
           8669	 -0.008	 81.632	  0.000	 -0.049
           8670	 -0.008	 81.342	  0.003	 -0.050
           8671	 -0.000	 81.487	  0.001	 -0.050
           8672	 -0.000	 81.053	  0.002	 -0.050
           8673	  0.004	 80.763	 -0.000	 -0.051
           8674	 -0.000	 80.763	 -0.003	 -0.051
           8675	  0.014	 80.763	 -0.003	 -0.051
           8676	  0.004	 80.618	 -0.006	 -0.052
           8677	  0.020	 80.329	 -0.007	 -0.053
           8678	  0.014	 80.184	 -0.007	 -0.053
           8679	  0.018	 80.474	 -0.007	 -0.056
           8680	  0.020	 80.184	 -0.006	 -0.056
           8681	  0.022	 79.895	 -0.005	 -0.057
           8682	  0.030	 79.171	 -0.003	 -0.057
           8683	  0.032	 79.316	 -0.003	 -0.061
           8684	  0.026	 79.316	 -0.006	 -0.062
           8685	  0.040	 79.171	 -0.008	 -0.064
           8686	  0.032	 79.171	 -0.008	 -0.066
           8687	  0.032	 79.026	 -0.008	 -0.068
           8688	  0.048	 78.592	 -0.004	 -0.070
           8689	  0.050	 78.737	 -0.004	 -0.072
           8690	  0.050	 78.447	 -0.002	 -0.073
           8691	  0.056	 78.592	 -0.004	 -0.075
           8692	  0.064	 78.592	 -0.004	 -0.077
           8693	  0.058	 78.447	 -0.006	 -0.079
           8694	  0.056	 78.303	 -0.005	 -0.080
           8695	  0.078	 77.868	 -0.009	 -0.080
           8696	  0.076	 78.158	 -0.009	 -0.083
           8697	  0.074	 78.447	 -0.009	 -0.083
           8698	  0.080	 78.303	 -0.007	 -0.085
           8699	  0.084	 78.447	 -0.007	 -0.086
           8700	  0.082	 79.026	 -0.003	 -0.087
           8701	  0.084	 79.605	 -0.005	 -0.087
           8702	  0.096	 80.329	 -0.002	 -0.089
           8703	  0.102	 81.342	 -0.005	 -0.089
           8704	  0.102	 83.079	 -0.010	 -0.090
           8705	  0.112	 84.671	 -0.010	 -0.091
           8706	  0.124	 86.263	 -0.011	 -0.092
           8707	  0.130	 88.000	 -0.012	 -0.091
           8708	  0.140	 90.026	 -0.012	 -0.093
           8709	  0.150	 91.763	 -0.012	 -0.092
           8710	  0.158	 94.079	 -0.010	 -0.094
           8711	  0.170	 95.961	 -0.014	 -0.094
           8712	  0.182	 98.132	 -0.015	 -0.096
           8713	  0.188	100.592	 -0.014	 -0.095
           8714	  0.192	103.053	 -0.013	 -0.096
           8715	  0.202	105.224	 -0.012	 -0.096
           8716	  0.204	107.974	 -0.005	 -0.096
           8717	  0.218	110.579	 -0.005	 -0.096
           8718	  0.224	113.184	 -0.003	 -0.097
           8719	  0.224	115.645	 -0.001	 -0.098
           8720	  0.228	118.395	 -0.002	 -0.097
           8721	  0.240	120.276	 -0.004	 -0.097
           8722	  0.232	122.447	 -0.006	 -0.097
           8723	  0.228	124.763	 -0.009	 -0.098
           8724	  0.230	127.079	 -0.010	 -0.097
           8725	  0.224	128.382	 -0.012	 -0.098
           8726	  0.214	129.250	 -0.013	 -0.098
           8727	  0.206	130.553	 -0.016	 -0.098
           8728	  0.178	131.711	 -0.017	 -0.099
           8729	  0.168	131.711	 -0.018	 -0.098
           8730	  0.138	131.711	 -0.020	 -0.098
           8731	  0.124	132.145	 -0.017	 -0.098
           8732	  0.098	131.276	 -0.014	 -0.098
           8733	  0.056	131.276	 -0.011	 -0.099
           8734	  0.050	130.553	 -0.008	 -0.098
           8735	  0.020	129.974	 -0.006	 -0.099
           8736	 -0.000	128.816	 -0.004	 -0.100
           8737	 -0.022	127.947	 -0.002	 -0.100
           8738	 -0.024	126.211	  0.001	 -0.100
           8739	 -0.040	125.197	  0.004	 -0.100
           8740	 -0.040	123.605	  0.005	 -0.099
           8741	 -0.064	123.171	  0.006	 -0.100
           8742	 -0.052	121.724	  0.005	 -0.102
           8743	 -0.052	119.842	  0.006	 -0.100
           8744	 -0.070	119.118	  0.000	 -0.101
           8745	 -0.064	118.105	 -0.000	 -0.104
           8746	 -0.058	116.658	 -0.001	 -0.104
           8747	 -0.066	115.500	 -0.004	 -0.104
           8748	 -0.062	114.921	 -0.004	 -0.105
           8749	 -0.048	113.184	 -0.006	 -0.104
           8750	 -0.048	112.605	 -0.006	 -0.105
           8751	 -0.052	111.303	 -0.007	 -0.104
           8752	 -0.048	110.289	 -0.006	 -0.103
           8753	 -0.048	109.421	 -0.004	 -0.102
           8754	 -0.040	108.553	 -0.002	 -0.100
           8755	 -0.038	107.974	 -0.001	 -0.099
           8756	 -0.036	106.961	  0.000	 -0.097
           8757	 -0.024	106.092	 -0.000	 -0.096
           8758	 -0.028	105.658	  0.002	 -0.094
           8759	 -0.016	104.934	  0.004	 -0.093
           8760	 -0.024	104.789	  0.009	 -0.093
           8761	 -0.018	104.066	  0.013	 -0.093
           8762	 -0.022	103.632	  0.018	 -0.093
           8763	  0.002	103.053	  0.020	 -0.093
           8764	 -0.008	102.618	  0.017	 -0.096
           8765	 -0.010	102.184	  0.011	 -0.099
           8766	 -0.004	101.605	  0.006	 -0.102
           8767	 -0.004	101.171	  0.001	 -0.107
           8768	 -0.006	100.882	 -0.002	 -0.109
           8769	 -0.004	100.013	 -0.007	 -0.113
           8770	  0.006	 99.434	 -0.007	 -0.116
           8771	 -0.002	 98.711	 -0.006	 -0.120
           8772	 -0.000	 97.987	 -0.002	 -0.123
           8773	 -0.002	 97.408	  0.000	 -0.126
           8774	  0.006	 96.829	  0.003	 -0.129
           8775	  0.008	 96.539	  0.005	 -0.132
           8776	  0.004	 95.816	  0.008	 -0.134
           8777	  0.014	 95.382	  0.012	 -0.137
           8778	  0.016	 94.658	  0.017	 -0.140
           8779	  0.018	 94.368	  0.020	 -0.142
           8780	  0.016	 93.500	  0.020	 -0.144
           8781	  0.024	 93.355	  0.020	 -0.146
           8782	  0.022	 92.921	  0.018	 -0.148
           8783	  0.020	 92.776	  0.013	 -0.150
           8784	  0.024	 92.342	  0.012	 -0.152
           8785	  0.026	 91.908	  0.007	 -0.154
           8786	  0.020	 91.763	  0.006	 -0.156
           8787	  0.036	 92.197	  0.003	 -0.158
           8788	  0.036	 91.618	  0.002	 -0.159
           8789	  0.032	 91.618	  0.002	 -0.159
           8790	  0.040	 91.618	 -0.000	 -0.162
           8791	  0.032	 91.618	 -0.003	 -0.163
           8792	  0.034	 91.763	 -0.003	 -0.165
           8793	  0.034	 91.474	 -0.003	 -0.165
           8794	  0.032	 91.763	 -0.003	 -0.166
           8795	  0.034	 92.342	 -0.002	 -0.168
           8796	  0.040	 92.197	 -0.001	 -0.169
           8797	  0.032	 92.342	 -0.001	 -0.171
           8798	  0.040	 92.632	  0.001	 -0.171
           8799	  0.038	 93.355	  0.002	 -0.174
           8800	  0.040	 93.500	  0.002	 -0.176
           8801	  0.038	 93.934	  0.003	 -0.177
           8802	  0.040	 94.079	  0.008	 -0.177
           8803	  0.044	 94.368	  0.014	 -0.179
           8804	  0.040	 94.947	  0.021	 -0.180
           8805	  0.042	 95.092	  0.025	 -0.181
           8806	  0.060	 95.237	  0.027	 -0.182
           8807	  0.048	 95.382	  0.024	 -0.183
           8808	  0.048	 95.816	  0.015	 -0.185
           8809	  0.058	 95.671	  0.009	 -0.186
           8810	  0.054	 95.816	  0.003	 -0.186
           8811	  0.062	 95.816	 -0.001	 -0.188
           8812	  0.060	 96.105	 -0.005	 -0.190
           8813	  0.066	 96.250	 -0.008	 -0.190
           8814	  0.060	 96.250	 -0.011	 -0.190
           8815	  0.058	 96.395	 -0.015	 -0.192
           8816	  0.064	 96.684	 -0.019	 -0.193
           8817	  0.068	 96.539	 -0.016	 -0.193
           8818	  0.066	 96.250	 -0.015	 -0.193
           8819	  0.072	 96.395	 -0.011	 -0.195
           8820	  0.078	 96.250	 -0.008	 -0.196
           8821	  0.072	 95.961	 -0.007	 -0.197
           8822	  0.072	 95.816	 -0.005	 -0.198
           8823	  0.070	 95.526	 -0.004	 -0.198
           8824	  0.072	 95.092	 -0.003	 -0.199
           8825	  0.072	 94.947	 -0.003	 -0.200
           8826	  0.072	 94.658	 -0.001	 -0.200
           8827	  0.082	 94.079	  0.004	 -0.201
