sample interval	    ECG	     BP	(C4-A1)	(nasal)	(chest)	    EOG	    EMG
           9189	 -0.762	 78.524	 -0.001	  0.033	 -0.048	 -0.087	 -0.003
           9190	 -0.700	 78.311	 -0.010	  0.036	 -0.047	 -0.088	  0.003
           9191	 -0.596	 78.311	 -0.007	  0.037	 -0.047	 -0.087	  0.029
           9192	 -0.568	 78.098	 -0.004	  0.038	 -0.047	 -0.084	 -0.006
           9193	 -0.514	 77.991	 -0.005	  0.042	 -0.046	 -0.084	  0.005
           9194	 -0.504	 77.884	 -0.010	  0.046	 -0.046	 -0.089	 -0.006
           9195	 -0.488	 77.778	 -0.012	  0.051	 -0.045	 -0.091	 -0.000
           9196	 -0.464	 77.564	 -0.011	  0.055	 -0.045	 -0.091	  0.002
           9197	 -0.448	 77.458	  0.005	  0.059	 -0.045	 -0.090	 -0.000
           9198	 -0.454	 77.031	 -0.004	  0.063	 -0.045	 -0.085	  0.025
           9199	 -0.456	 77.031	 -0.020	  0.070	 -0.045	 -0.086	 -0.008
           9200	 -0.406	 76.817	 -0.006	  0.074	 -0.045	 -0.084	  0.007
           9201	 -0.390	 76.604	 -0.010	  0.080	 -0.045	 -0.083	  0.002
           9202	 -0.424	 76.391	 -0.017	  0.084	 -0.045	 -0.084	  0.007
           9203	 -0.370	 76.391	 -0.003	  0.089	 -0.045	 -0.081	 -0.001
           9204	 -0.398	 76.071	 -0.002	  0.092	 -0.045	 -0.082	  0.004
           9205	 -0.404	 75.750	 -0.001	  0.095	 -0.045	 -0.086	 -0.004
           9206	 -0.416	 75.644	  0.001	  0.101	 -0.045	 -0.084	 -0.006
           9207	 -0.402	 75.324	  0.003	  0.107	 -0.045	 -0.085	  0.004
           9208	 -0.360	 75.004	 -0.018	  0.112	 -0.045	 -0.084	 -0.002
           9209	 -0.362	 74.897	  0.001	  0.118	 -0.045	 -0.078	  0.009
           9210	 -0.342	 74.790	  0.006	  0.123	 -0.045	 -0.073	  0.007
           9211	 -0.352	 74.470	  0.023	  0.129	 -0.045	 -0.074	  0.020
           9212	 -0.384	 74.257	  0.020	  0.135	 -0.045	 -0.084	 -0.009
           9213	 -0.342	 74.150	 -0.005	  0.143	 -0.044	 -0.095	  0.012
           9214	 -0.346	 74.043	 -0.006	  0.149	 -0.044	 -0.105	  0.001
           9215	 -0.306	 73.937	 -0.020	  0.156	 -0.043	 -0.110	  0.025
           9216	 -0.304	 73.617	 -0.025	  0.164	 -0.043	 -0.107	  0.003
           9217	 -0.280	 73.510	 -0.011	  0.169	 -0.043	 -0.102	  0.003
           9218	 -0.304	 73.297	 -0.013	  0.175	 -0.042	 -0.098	  0.002
           9219	 -0.314	 73.190	 -0.015	  0.182	 -0.041	 -0.099	 -0.000
           9220	 -0.290	 72.977	 -0.013	  0.190	 -0.041	 -0.097	  0.002
           9221	 -0.292	 72.977	 -0.011	  0.197	 -0.040	 -0.102	  0.002
           9222	 -0.264	 72.977	 -0.008	  0.204	 -0.040	 -0.102	  0.016
           9223	 -0.260	 72.977	 -0.007	  0.211	 -0.040	 -0.102	  0.007
           9224	 -0.240	 73.190	  0.002	  0.219	 -0.040	 -0.103	  0.007
           9225	 -0.312	 73.510	 -0.007	  0.225	 -0.040	 -0.105	  0.003
           9226	 -0.256	 74.150	  0.006	  0.231	 -0.039	 -0.108	  0.001
           9227	 -0.280	 74.897	 -0.007	  0.236	 -0.039	 -0.109	  0.005
           9228	 -0.248	 76.071	  0.011	  0.245	 -0.038	 -0.106	  0.010
           9229	 -0.232	 77.244	 -0.008	  0.253	 -0.038	 -0.100	  0.006
           9230	 -0.198	 78.738	  0.006	  0.263	 -0.037	 -0.103	 -0.007
           9231	 -0.218	 80.552	 -0.006	  0.271	 -0.037	 -0.104	  0.008
           9232	 -0.198	 82.685	 -0.003	  0.278	 -0.036	 -0.105	 -0.003
           9233	 -0.168	 84.819	  0.004	  0.288	 -0.036	 -0.110	  0.018
           9234	 -0.168	 87.380	  0.003	  0.295	 -0.035	 -0.106	  0.002
           9235	 -0.192	 90.047	 -0.003	  0.301	 -0.035	 -0.103	 -0.002
           9236	 -0.158	 92.714	  0.015	  0.308	 -0.035	 -0.102	 -0.000
           9237	 -0.166	 95.382	 -0.003	  0.312	 -0.034	 -0.110	  0.003
           9238	 -0.132	 98.369	  0.003	  0.316	 -0.034	 -0.114	  0.037
           9239	 -0.148	101.356	 -0.004	  0.321	 -0.034	 -0.122	 -0.004
           9240	 -0.160	104.344	  0.007	  0.325	 -0.032	 -0.123	  0.011
           9241	 -0.122	107.331	  0.001	  0.329	 -0.032	 -0.118	 -0.005
           9242	 -0.112	110.318	  0.006	  0.330	 -0.031	 -0.114	  0.002
           9243	 -0.112	113.199	  0.003	  0.334	 -0.031	 -0.116	 -0.010
           9244	 -0.068	115.866	 -0.000	  0.338	 -0.031	 -0.118	  0.010
           9245	 -0.080	118.427	 -0.009	  0.341	 -0.031	 -0.120	  0.004
           9246	 -0.112	120.987	 -0.014	  0.344	 -0.030	 -0.118	 -0.001
           9247	 -0.078	123.121	 -0.005	  0.346	 -0.030	 -0.116	 -0.003
           9248	 -0.114	125.148	 -0.003	  0.349	 -0.029	 -0.112	  0.001
           9249	 -0.120	126.962	  0.003	  0.351	 -0.029	 -0.112	  0.004
           9250	 -0.138	128.456	 -0.004	  0.352	 -0.029	 -0.107	  0.015
           9251	 -0.088	129.843	 -0.006	  0.354	 -0.028	 -0.101	 -0.005
           9252	 -0.114	130.910	 -0.016	  0.357	 -0.027	 -0.091	  0.009
           9253	 -0.116	131.763	 -0.002	  0.360	 -0.027	 -0.090	  0.002
           9254	 -0.120	132.510	 -0.015	  0.363	 -0.026	 -0.093	  0.002
           9255	 -0.180	132.723	 -0.003	  0.366	 -0.025	 -0.103	 -0.000
           9256	 -0.152	133.150	 -0.004	  0.368	 -0.024	 -0.113	  0.004
           9257	 -0.142	133.257	 -0.005	  0.371	 -0.023	 -0.124	  0.004
           9258	 -0.176	133.150	 -0.002	  0.371	 -0.022	 -0.122	  0.007
           9259	 -0.168	133.043	 -0.005	  0.372	 -0.022	 -0.122	  0.025
           9260	 -0.192	132.830	 -0.018	  0.376	 -0.020	 -0.120	 -0.009
           9261	 -0.210	132.510	 -0.001	  0.378	 -0.020	 -0.118	  0.009
           9262	 -0.224	132.083	 -0.011	  0.381	 -0.019	 -0.118	 -0.002
           9263	 -0.282	131.656	  0.015	  0.384	 -0.018	 -0.118	  0.004
           9264	 -0.274	131.230	  0.013	  0.388	 -0.018	 -0.114	 -0.002
           9265	 -0.280	130.696	  0.006	  0.389	 -0.017	 -0.115	  0.003
           9266	 -0.296	130.056	  0.004	  0.392	 -0.016	 -0.112	  0.001
           9267	 -0.264	129.523	  0.018	  0.397	 -0.014	 -0.110	  0.002
           9268	 -0.278	128.882	  0.036	  0.399	 -0.013	 -0.107	  0.020
           9269	 -0.326	128.242	  0.029	  0.404	 -0.013	 -0.105	 -0.006
           9270	 -0.304	127.709	 -0.003	  0.407	 -0.012	 -0.103	  0.008
           9271	 -0.272	127.069	 -0.002	  0.409	 -0.010	 -0.103	  0.000
           9272	 -0.284	126.535	 -0.035	  0.411	 -0.009	 -0.112	 -0.004
           9273	 -0.236	125.682	 -0.035	  0.414	 -0.008	 -0.114	  0.004
           9274	 -0.256	125.255	 -0.010	  0.416	 -0.006	 -0.120	  0.028
           9275	 -0.266	124.508	 -0.009	  0.417	 -0.005	 -0.120	  0.002
           9276	 -0.268	124.081	 -0.017	  0.419	 -0.004	 -0.117	  0.007
           9277	 -0.314	123.441	 -0.016	  0.422	 -0.003	 -0.110	  0.000
           9278	 -0.266	123.121	 -0.009	  0.422	 -0.002	 -0.106	 -0.001
           9279	 -0.280	122.374	 -0.018	  0.425	 -0.000	 -0.104	  0.006
           9280	 -0.290	121.841	 -0.004	  0.426	 -0.000	 -0.107	  0.010
           9281	 -0.266	121.521	 -0.017	  0.427	  0.001	 -0.113	 -0.004
           9282	 -0.248	120.987	 -0.006	  0.429	  0.002	 -0.114	  0.004
           9283	 -0.306	120.347	  0.011	  0.431	  0.004	 -0.117	  0.015
           9284	 -0.274	119.814	 -0.007	  0.434	  0.004	 -0.116	 -0.009
           9285	 -0.288	119.280	 -0.008	  0.438	  0.005	 -0.114	  0.005
           9286	 -0.302	118.747	 -0.007	  0.442	  0.006	 -0.116	 -0.000
           9287	 -0.224	118.000	 -0.012	  0.444	  0.007	 -0.116	  0.003
           9288	 -0.286	117.360	 -0.004	  0.446	  0.008	 -0.116	 -0.001
           9289	 -0.254	116.613	 -0.017	  0.447	  0.009	 -0.117	  0.005
           9290	 -0.272	115.866	 -0.008	  0.447	  0.011	 -0.114	  0.001
           9291	 -0.260	114.906	 -0.013	  0.448	  0.012	 -0.113	  0.023
           9292	 -0.264	113.839	 -0.011	  0.451	  0.013	 -0.113	 -0.001
           9293	 -0.240	112.772	 -0.008	  0.454	  0.014	 -0.113	  0.007
           9294	 -0.256	111.278	 -0.006	  0.456	  0.016	 -0.116	  0.001
           9295	 -0.278	109.998	 -0.004	  0.459	  0.017	 -0.117	 -0.005
           9296	 -0.252	108.611	 -0.014	  0.461	  0.018	 -0.117	  0.005
           9297	 -0.292	107.011	 -0.004	  0.464	  0.020	 -0.114	 -0.005
           9298	 -0.248	105.197	 -0.013	  0.464	  0.021	 -0.111	 -0.000
           9299	 -0.266	103.703	 -0.015	  0.467	  0.022	 -0.113	 -0.013
           9300	 -0.212	101.996	 -0.008	  0.468	  0.022	 -0.113	  0.004
           9301	 -0.248	100.396	 -0.012	  0.473	  0.024	 -0.116	  0.003
           9302	 -0.232	 98.902	 -0.031	  0.474	  0.025	 -0.121	  0.002
           9303	 -0.228	 97.515	 -0.008	  0.476	  0.027	 -0.119	  0.005
           9304	 -0.236	 96.235	 -0.015	  0.477	  0.028	 -0.118	  0.001
           9305	 -0.226	 94.955	 -0.010	  0.477	  0.029	 -0.114	  0.005
           9306	 -0.206	 93.888	 -0.005	  0.479	  0.031	 -0.111	  0.003
           9307	 -0.192	 93.141	 -0.010	  0.480	  0.032	 -0.110	  0.012
           9308	 -0.192	 92.288	 -0.002	  0.480	  0.033	 -0.114	 -0.013
           9309	 -0.178	 91.861	 -0.008	  0.481	  0.034	 -0.117	  0.010
           9310	 -0.216	 91.541	 -0.006	  0.483	  0.035	 -0.118	 -0.003
           9311	 -0.202	 91.114	 -0.010	  0.485	  0.037	 -0.117	  0.012
           9312	 -0.196	 90.687	 -0.015	  0.485	  0.038	 -0.114	 -0.004
           9313	 -0.170	 90.901	 -0.023	  0.488	  0.040	 -0.116	  0.006
           9314	 -0.200	 91.007	 -0.027	  0.489	  0.040	 -0.119	  0.021
           9315	 -0.162	 91.114	 -0.020	  0.489	  0.042	 -0.119	 -0.012
           9316	 -0.164	 91.221	 -0.026	  0.489	  0.043	 -0.113	  0.008
           9317	 -0.180	 91.541	 -0.018	  0.491	  0.044	 -0.110	 -0.000
           9318	 -0.174	 91.967	 -0.024	  0.493	  0.046	 -0.103	 -0.003
           9319	 -0.188	 91.967	 -0.022	  0.493	  0.048	 -0.102	  0.002
           9320	 -0.190	 92.714	 -0.019	  0.494	  0.049	 -0.100	  0.024
           9321	 -0.184	 93.141	 -0.022	  0.494	  0.050	 -0.104	 -0.012
           9322	 -0.182	 93.675	 -0.017	  0.494	  0.051	 -0.103	  0.004
           9323	 -0.174	 93.888	 -0.016	  0.492	  0.053	 -0.103	 -0.005
           9324	 -0.192	 94.421	 -0.019	  0.491	  0.054	 -0.102	  0.002
           9325	 -0.206	 94.528	 -0.019	  0.493	  0.056	 -0.100	  0.002
           9326	 -0.226	 94.955	 -0.022	  0.494	  0.058	 -0.098	 -0.000
           9327	 -0.184	 95.275	 -0.031	  0.496	  0.060	 -0.097	  0.003
           9328	 -0.230	 95.808	 -0.019	  0.497	  0.062	 -0.097	 -0.002
           9329	 -0.162	 95.808	 -0.017	  0.498	  0.063	 -0.097	  0.001
           9330	 -0.192	 95.915	 -0.022	  0.498	  0.065	 -0.094	 -0.000
           9331	 -0.158	 96.022	 -0.027	  0.498	  0.066	 -0.091	  0.003
           9332	 -0.118	 96.235	 -0.032	  0.497	  0.068	 -0.087	  0.004
           9333	 -0.198	 96.235	 -0.020	  0.499	  0.069	 -0.081	 -0.005
           9334	 -0.202	 96.235	 -0.038	  0.497	  0.071	 -0.079	  0.015
           9335	 -0.172	 96.235	 -0.020	  0.498	  0.072	 -0.082	 -0.004
           9336	 -0.216	 96.022	 -0.022	  0.498	  0.073	 -0.087	  0.009
           9337	 -0.178	 95.808	 -0.015	  0.499	  0.075	 -0.094	  0.000
           9338	 -0.184	 95.808	 -0.024	  0.498	  0.076	 -0.095	  0.009
           9339	 -0.178	 95.488	 -0.023	  0.499	  0.077	 -0.094	 -0.001
           9340	 -0.186	 95.382	 -0.026	  0.499	  0.079	 -0.088	  0.006
           9341	 -0.224	 95.061	 -0.031	  0.499	  0.080	 -0.084	 -0.001
           9342	 -0.152	 94.741	 -0.019	  0.499	  0.081	 -0.084	 -0.007
           9343	 -0.192	 94.421	 -0.023	  0.497	  0.082	 -0.084	  0.008
           9344	 -0.156	 93.888	 -0.025	  0.497	  0.084	 -0.087	  0.002
           9345	 -0.168	 93.675	 -0.025	  0.496	  0.085	 -0.084	 -0.003
           9346	 -0.156	 93.354	 -0.028	  0.495	  0.086	 -0.078	 -0.004
           9347	 -0.164	 93.034	 -0.027	  0.495	  0.087	 -0.074	  0.003
           9348	 -0.116	 92.608	 -0.016	  0.494	  0.088	 -0.072	  0.007
           9349	 -0.114	 92.288	 -0.018	  0.494	  0.090	 -0.073	  0.024
           9350	 -0.134	 91.754	 -0.029	  0.495	  0.091	 -0.075	 -0.004
           9351	 -0.138	 91.541	 -0.022	  0.495	  0.092	 -0.077	  0.010
           9352	 -0.112	 91.114	 -0.031	  0.494	  0.093	 -0.076	 -0.006
           9353	 -0.088	 90.687	 -0.017	  0.494	  0.094	 -0.075	 -0.007
           9354	 -0.088	 90.154	 -0.017	  0.494	  0.095	 -0.075	  0.029
           9355	 -0.048	 89.620	 -0.018	  0.494	  0.097	 -0.074	 -0.004
           9356	 -0.052	 89.300	 -0.013	  0.494	  0.097	 -0.074	  0.014
           9357	 -0.018	 88.873	 -0.015	  0.493	  0.098	 -0.078	  0.004
           9358	 -0.006	 88.340	 -0.011	  0.492	  0.100	 -0.077	 -0.003
           9359	  0.018	 87.807	 -0.014	  0.489	  0.102	 -0.077	  0.004
           9360	  0.034	 87.593	 -0.016	  0.489	  0.102	 -0.075	  0.002
           9361	  0.050	 87.060	 -0.013	  0.485	  0.104	 -0.074	  0.033
           9362	  0.024	 86.633	 -0.016	  0.485	  0.105	 -0.077	  0.002
           9363	  0.018	 86.206	 -0.017	  0.484	  0.106	 -0.084	  0.009
           9364	 -0.014	 85.886	 -0.020	  0.483	  0.107	 -0.090	  0.001
           9365	 -0.002	 85.459	 -0.018	  0.483	  0.109	 -0.094	  0.001
           9366	 -0.056	 85.139	 -0.007	  0.481	  0.110	 -0.097	  0.005
           9367	  0.004	 84.606	 -0.015	  0.482	  0.111	 -0.097	  0.003
           9368	 -0.052	 84.072	 -0.013	  0.482	  0.112	 -0.095	  0.001
           9369	 -0.088	 83.539	 -0.027	  0.483	  0.113	 -0.093	 -0.002
           9370	 -0.134	 83.432	 -0.006	  0.482	  0.114	 -0.091	  0.022
           9371	 -0.184	 83.112	 -0.016	  0.484	  0.114	 -0.086	 -0.004
           9372	 -0.212	 82.792	 -0.013	  0.485	  0.115	 -0.085	  0.010
           9373	 -0.256	 82.365	 -0.012	  0.489	  0.116	 -0.079	 -0.002
           9374	 -0.284	 82.152	 -0.015	  0.491	  0.117	 -0.077	  0.000
           9375	 -0.272	 81.725	 -0.020	  0.494	  0.118	 -0.072	  0.007
           9376	 -0.280	 81.512	 -0.020	  0.495	  0.119	 -0.075	  0.002
           9377	 -0.228	 81.192	 -0.020	  0.494	  0.120	 -0.074	 -0.003
           9378	 -0.244	 81.192	 -0.022	  0.496	  0.121	 -0.079	  0.020
           9379	 -0.246	 80.765	 -0.018	  0.497	  0.122	 -0.079	 -0.011
           9380	 -0.276	 80.552	 -0.025	  0.497	  0.123	 -0.081	  0.005
           9381	 -0.280	 80.445	 -0.025	  0.501	  0.124	 -0.080	 -0.006
           9382	 -0.294	 80.125	 -0.013	  0.505	  0.125	 -0.083	  0.000
           9383	 -0.292	 79.911	 -0.007	  0.506	  0.126	 -0.087	  0.005
           9384	 -0.264	 79.911	 -0.013	  0.506	  0.127	 -0.089	  0.005
           9385	 -0.272	 79.698	 -0.008	  0.506	  0.128	 -0.093	  0.023
           9386	 -0.302	 79.591	 -0.015	  0.507	  0.129	 -0.094	  0.003
           9387	 -0.296	 79.271	 -0.007	  0.507	  0.131	 -0.094	  0.008
           9388	 -0.288	 79.165	 -0.011	  0.507	  0.131	 -0.096	 -0.000
           9389	 -0.310	 79.058	 -0.012	  0.506	  0.133	 -0.096	 -0.001
           9390	 -0.306	 78.844	 -0.005	  0.507	  0.134	 -0.095	  0.005
           9391	 -0.368	 78.738	 -0.011	  0.506	  0.135	 -0.097	  0.001
           9392	 -0.302	 78.738	 -0.003	  0.506	  0.137	 -0.100	 -0.001
           9393	 -0.382	 78.524	 -0.009	  0.505	  0.137	 -0.107	  0.006
           9394	 -0.288	 78.204	 -0.012	  0.506	  0.138	 -0.111	 -0.010
           9395	 -0.104	 78.311	 -0.005	  0.504	  0.139	 -0.114	  0.014
           9396	  0.232	 78.311	 -0.001	  0.503	  0.140	 -0.113	 -0.000
           9397	  0.760	 78.204	  0.007	  0.502	  0.141	 -0.113	  0.002
           9398	  1.410	 77.991	  0.016	  0.502	  0.143	 -0.117	  0.009
           9399	  1.980	 78.098	  0.015	  0.502	  0.144	 -0.122	  0.030
           9400	  2.102	 77.884	  0.026	  0.502	  0.146	 -0.127	  0.001
           9401	  1.824	 77.778	  0.018	  0.501	  0.146	 -0.128	  0.024
           9402	  1.164	 77.778	 -0.000	  0.499	  0.148	 -0.123	  0.007
           9403	  0.396	 77.778	  0.002	  0.497	  0.149	 -0.114	 -0.004
           9404	 -0.302	 77.564	 -0.012	  0.493	  0.150	 -0.099	  0.018
           9405	 -0.608	 77.458	 -0.008	  0.489	  0.151	 -0.090	 -0.002
           9406	 -0.832	 77.458	 -0.014	  0.486	  0.152	 -0.084	  0.005
           9407	 -0.878	 77.244	 -0.007	  0.484	  0.153	 -0.085	 -0.011
           9408	 -0.784	 77.137	 -0.013	  0.482	  0.155	 -0.087	  0.006
           9409	 -0.738	 77.031	 -0.002	  0.482	  0.155	 -0.087	  0.000
           9410	 -0.736	 77.031	 -0.004	  0.481	  0.156	 -0.088	 -0.001
           9411	 -0.616	 76.924	  0.000	  0.481	  0.157	 -0.089	 -0.002
           9412	 -0.534	 76.604	 -0.003	  0.481	  0.158	 -0.094	  0.000
           9413	 -0.480	 76.604	  0.004	  0.480	  0.159	 -0.100	  0.003
           9414	 -0.448	 76.391	  0.001	  0.479	  0.160	 -0.103	  0.003
           9415	 -0.440	 76.284	  0.002	  0.477	  0.161	 -0.102	  0.002
           9416	 -0.450	 76.177	  0.001	  0.476	  0.162	 -0.105	 -0.002
           9417	 -0.436	 76.177	  0.004	  0.474	  0.164	 -0.106	  0.001
           9418	 -0.440	 75.964	 -0.005	  0.473	  0.164	 -0.109	  0.002
           9419	 -0.432	 75.644	  0.001	  0.472	  0.165	 -0.114	  0.003
           9420	 -0.398	 75.644	  0.003	  0.468	  0.166	 -0.116	  0.001
           9421	 -0.404	 75.324	 -0.007	  0.466	  0.167	 -0.112	  0.004
           9422	 -0.354	 75.324	 -0.004	  0.466	  0.168	 -0.116	  0.006
           9423	 -0.372	 75.217	  0.001	  0.464	  0.169	 -0.117	  0.003
           9424	 -0.390	 75.004	  0.007	  0.464	  0.170	 -0.121	  0.026
           9425	 -0.382	 74.684	 -0.005	  0.463	  0.172	 -0.128	 -0.007
           9426	 -0.350	 74.470	 -0.005	  0.462	  0.173	 -0.131	  0.016
           9427	 -0.356	 74.363	 -0.010	  0.462	  0.174	 -0.135	 -0.003
           9428	 -0.352	 74.257	 -0.008	  0.460	  0.175	 -0.136	 -0.003
           9429	 -0.368	 73.937	 -0.003	  0.459	  0.176	 -0.140	  0.001
           9430	 -0.340	 73.723	 -0.003	  0.456	  0.177	 -0.140	  0.026
           9431	 -0.352	 73.617	 -0.003	  0.456	  0.178	 -0.138	 -0.003
           9432	 -0.294	 73.510	 -0.003	  0.455	  0.179	 -0.136	  0.010
           9433	 -0.334	 73.190	 -0.004	  0.453	  0.180	 -0.136	 -0.010
           9434	 -0.320	 73.190	  0.003	  0.448	  0.180	 -0.138	 -0.001
           9435	 -0.332	 72.977	  0.007	  0.449	  0.181	 -0.138	  0.001
           9436	 -0.308	 72.763	  0.011	  0.446	  0.181	 -0.141	 -0.001
           9437	 -0.320	 72.763	  0.007	  0.443	  0.182	 -0.138	 -0.001
           9438	 -0.314	 72.443	  0.005	  0.443	  0.183	 -0.135	  0.002
           9439	 -0.298	 72.443	  0.010	  0.442	  0.184	 -0.134	  0.005
           9440	 -0.322	 72.336	  0.016	  0.442	  0.185	 -0.137	  0.006
           9441	 -0.290	 72.336	  0.020	  0.440	  0.185	 -0.138	  0.003
           9442	 -0.288	 72.230	  0.020	  0.439	  0.186	 -0.141	  0.005
           9443	 -0.244	 72.336	  0.016	  0.438	  0.186	 -0.140	  0.006
           9444	 -0.288	 72.336	  0.014	  0.436	  0.188	 -0.141	  0.004
           9445	 -0.280	 72.763	  0.019	  0.435	  0.188	 -0.142	  0.007
           9446	 -0.230	 73.190	  0.010	  0.434	  0.189	 -0.143	  0.029
           9447	 -0.274	 74.043	  0.007	  0.434	  0.189	 -0.144	  0.000
           9448	 -0.226	 74.897	 -0.004	  0.431	  0.190	 -0.142	  0.009
           9449	 -0.214	 76.177	 -0.001	  0.430	  0.191	 -0.142	 -0.003
           9450	 -0.226	 77.564	 -0.013	  0.428	  0.192	 -0.141	 -0.004
           9451	 -0.194	 79.378	 -0.003	  0.426	  0.192	 -0.141	 -0.002
           9452	 -0.188	 81.405	 -0.006	  0.425	  0.193	 -0.139	  0.012
           9453	 -0.154	 83.539	 -0.007	  0.422	  0.194	 -0.138	  0.018
           9454	 -0.184	 85.886	 -0.006	  0.422	  0.194	 -0.138	 -0.002
           9455	 -0.162	 88.447	 -0.002	  0.419	  0.195	 -0.138	  0.012
           9456	 -0.168	 91.114	 -0.008	  0.420	  0.196	 -0.141	 -0.003
           9457	 -0.150	 93.888	 -0.000	  0.418	  0.198	 -0.140	  0.002
           9458	 -0.128	 96.662	  0.010	  0.418	  0.199	 -0.140	  0.000
           9459	 -0.124	 99.649	  0.011	  0.416	  0.199	 -0.135	  0.001
           9460	 -0.062	102.743	  0.015	  0.414	  0.201	 -0.134	  0.002
           9461	 -0.100	105.731	  0.013	  0.414	  0.201	 -0.132	  0.003
           9462	 -0.100	108.718	  0.012	  0.411	  0.203	 -0.129	  0.005
           9463	 -0.072	111.599	  0.021	  0.411	  0.203	 -0.126	  0.005
           9464	 -0.042	114.266	  0.020	  0.408	  0.204	 -0.125	  0.012
           9465	 -0.104	117.040	  0.024	  0.408	  0.204	 -0.122	  0.008
           9466	 -0.078	119.600	  0.024	  0.405	  0.205	 -0.122	  0.005
           9467	 -0.102	121.841	  0.020	  0.405	  0.206	 -0.124	  0.002
           9468	 -0.080	123.868	  0.017	  0.402	  0.206	 -0.124	 -0.004
           9469	 -0.064	125.468	  0.018	  0.401	  0.207	 -0.123	  0.002
           9470	 -0.074	127.175	  0.014	  0.398	  0.207	 -0.122	 -0.000
           9471	 -0.072	128.456	  0.006	  0.397	  0.208	 -0.120	 -0.002
           9472	 -0.120	129.523	  0.019	  0.398	  0.208	 -0.120	 -0.002
           9473	 -0.120	130.376	  0.005	  0.395	  0.208	 -0.121	 -0.003
           9474	 -0.126	131.123	  0.007	  0.393	  0.208	 -0.122	  0.002
           9475	 -0.158	131.443	  0.007	  0.395	  0.209	 -0.124	  0.005
           9476	 -0.132	131.656	  0.005	  0.395	  0.210	 -0.124	  0.005
           9477	 -0.184	131.763	 -0.000	  0.393	  0.211	 -0.122	  0.003
           9478	 -0.180	131.656	  0.001	  0.391	  0.211	 -0.123	  0.003
           9479	 -0.238	131.443	 -0.005	  0.391	  0.212	 -0.122	  0.005
           9480	 -0.224	131.230	  0.001	  0.391	  0.213	 -0.125	  0.008
           9481	 -0.242	130.803	 -0.001	  0.391	  0.214	 -0.126	  0.011
           9482	 -0.248	130.483	  0.002	  0.388	  0.215	 -0.128	 -0.004
           9483	 -0.262	129.949	  0.002	  0.390	  0.216	 -0.128	  0.010
           9484	 -0.248	129.416	  0.003	  0.388	  0.217	 -0.128	  0.002
           9485	 -0.298	128.989	  0.011	  0.387	  0.217	 -0.128	 -0.006
           9486	 -0.266	128.242	  0.004	  0.386	  0.217	 -0.127	 -0.006
           9487	 -0.304	127.602	  0.011	  0.383	  0.219	 -0.124	 -0.004
           9488	 -0.302	126.962	  0.003	  0.382	  0.219	 -0.122	 -0.000
           9489	 -0.256	126.535	  0.008	  0.381	  0.220	 -0.121	  0.021
           9490	 -0.294	125.682	  0.006	  0.382	  0.221	 -0.121	  0.002
