'Time and date','ECG','BP','EEG (C4-A1)','Resp (sum)'
'[02:14:26.188 20/01/1989]',0.110,42.070,-0.035,0.041
'[02:14:26.192 20/01/1989]',0.110,41.651,-0.036,0.041
'[02:14:26.196 20/01/1989]',0.100,41.651,-0.037,0.054
'[02:14:26.200 20/01/1989]',0.120,41.651,-0.039,0.046
'[02:14:26.204 20/01/1989]',0.125,42.070,-0.040,0.054
'[02:14:26.208 20/01/1989]',0.130,42.070,-0.043,0.039
'[02:14:26.212 20/01/1989]',0.125,41.233,-0.044,0.045
'[02:14:26.216 20/01/1989]',0.125,42.070,-0.043,0.041
'[02:14:26.220 20/01/1989]',0.120,41.442,-0.045,0.046
'[02:14:26.224 20/01/1989]',0.125,41.651,-0.047,0.054
'[02:14:26.228 20/01/1989]',0.135,40.814,-0.045,0.058
'[02:14:26.232 20/01/1989]',0.140,41.233,-0.043,0.070
'[02:14:26.236 20/01/1989]',0.150,41.442,-0.042,0.078
'[02:14:26.240 20/01/1989]',0.150,41.233,-0.039,0.087
'[02:14:26.244 20/01/1989]',0.155,41.233,-0.032,0.097
'[02:14:26.248 20/01/1989]',0.165,41.233,-0.029,0.099
'[02:14:26.252 20/01/1989]',0.170,42.070,-0.027,0.094
'[02:14:26.256 20/01/1989]',0.165,42.279,-0.023,0.094
'[02:14:26.260 20/01/1989]',0.170,43.326,-0.024,0.087
'[02:14:26.264 20/01/1989]',0.180,44.372,-0.026,0.093
'[02:14:26.268 20/01/1989]',0.180,45.837,-0.026,0.087
'[02:14:26.272 20/01/1989]',0.180,47.930,-0.022,0.106
'[02:14:26.276 20/01/1989]',0.200,50.233,-0.022,0.101
'[02:14:26.280 20/01/1989]',0.190,52.953,-0.026,0.116
'[02:14:26.284 20/01/1989]',0.200,55.046,-0.026,0.122
'[02:14:26.288 20/01/1989]',0.215,57.977,-0.027,0.129
'[02:14:26.292 20/01/1989]',0.215,60.907,-0.028,0.130
'[02:14:26.296 20/01/1989]',0.230,63.837,-0.028,0.138
'[02:14:26.300 20/01/1989]',0.220,66.140,-0.027,0.128
'[02:14:26.304 20/01/1989]',0.230,69.488,-0.027,0.133
'[02:14:26.308 20/01/1989]',0.225,72.209,-0.028,0.116
'[02:14:26.312 20/01/1989]',0.220,75.139,-0.026,0.120
'[02:14:26.316 20/01/1989]',0.240,78.070,-0.025,0.119
'[02:14:26.320 20/01/1989]',0.230,81.000,-0.024,0.125
'[02:14:26.324 20/01/1989]',0.220,83.721,-0.025,0.130
'[02:14:26.328 20/01/1989]',0.220,85.605,-0.024,0.143
'[02:14:26.332 20/01/1989]',0.235,87.698,-0.023,0.149
'[02:14:26.336 20/01/1989]',0.225,90.000,-0.027,0.159
'[02:14:26.340 20/01/1989]',0.220,92.302,-0.029,0.162
'[02:14:26.344 20/01/1989]',0.220,93.349,-0.030,0.170
'[02:14:26.348 20/01/1989]',0.205,94.814,-0.034,0.170
'[02:14:26.352 20/01/1989]',0.195,96.070,-0.035,0.162
'[02:14:26.356 20/01/1989]',0.190,97.116,-0.035,0.167
'[02:14:26.360 20/01/1989]',0.180,97.744,-0.038,0.157
'[02:14:26.364 20/01/1989]',0.165,98.581,-0.040,0.164
'[02:14:26.368 20/01/1989]',0.160,99.628,-0.039,0.164
'[02:14:26.372 20/01/1989]',0.140,99.837,-0.035,0.175
'[02:14:26.376 20/01/1989]',0.125,99.837,-0.033,0.174
'[02:14:26.380 20/01/1989]',0.125,99.837,-0.032,0.191
'[02:14:26.384 20/01/1989]',0.100,99.628,-0.029,0.191
'[02:14:26.388 20/01/1989]',0.095,99.628,-0.028,0.207
'[02:14:26.392 20/01/1989]',0.070,98.791,-0.026,0.194
'[02:14:26.396 20/01/1989]',0.060,97.744,-0.027,0.209
'[02:14:26.400 20/01/1989]',0.060,97.326,-0.025,0.200
'[02:14:26.404 20/01/1989]',0.045,95.860,-0.022,0.204
'[02:14:26.408 20/01/1989]',0.030,95.023,-0.021,0.193
'[02:14:26.412 20/01/1989]',0.020,93.767,-0.018,0.196
'[02:14:26.416 20/01/1989]',0.010,92.302,-0.017,0.196
'[02:14:26.420 20/01/1989]',0.005,91.256,-0.019,0.209
'[02:14:26.424 20/01/1989]',-0.000,89.791,-0.023,0.216
'[02:14:26.428 20/01/1989]',-0.000,87.907,-0.021,0.230
'[02:14:26.432 20/01/1989]',-0.005,86.442,-0.019,0.232
'[02:14:26.436 20/01/1989]',-0.005,85.605,-0.020,0.252
'[02:14:26.440 20/01/1989]',-0.000,83.930,-0.023,0.259
'[02:14:26.444 20/01/1989]',-0.005,82.465,-0.023,0.246
'[02:14:26.448 20/01/1989]',-0.005,81.628,-0.026,0.258
'[02:14:26.452 20/01/1989]',-0.005,80.372,-0.028,0.248
'[02:14:26.456 20/01/1989]',0.005,79.326,-0.029,0.254
'[02:14:26.460 20/01/1989]',0.005,78.488,-0.032,0.255
'[02:14:26.464 20/01/1989]',-0.000,77.233,-0.037,0.252
'[02:14:26.468 20/01/1989]',-0.000,76.395,-0.041,0.254
'[02:14:26.472 20/01/1989]',0.005,74.721,-0.041,0.272
'[02:14:26.476 20/01/1989]',-0.000,73.674,-0.047,0.270
'[02:14:26.480 20/01/1989]',-0.000,73.465,-0.049,0.287
'[02:14:26.484 20/01/1989]',0.005,72.209,-0.051,0.296
'[02:14:26.488 20/01/1989]',0.010,71.791,-0.050,0.307
'[02:14:26.492 20/01/1989]',0.020,70.744,-0.049,0.291
'[02:14:26.496 20/01/1989]',0.015,70.326,-0.043,0.306
'[02:14:26.500 20/01/1989]',0.020,69.070,-0.039,0.299
'[02:14:26.504 20/01/1989]',0.020,68.860,-0.036,0.301
'[02:14:26.508 20/01/1989]',0.035,67.814,-0.033,0.283
'[02:14:26.512 20/01/1989]',0.025,66.977,-0.029,0.296
'[02:14:26.516 20/01/1989]',0.025,66.349,-0.026,0.287
'[02:14:26.520 20/01/1989]',0.035,66.349,-0.022,0.290
'[02:14:26.524 20/01/1989]',0.030,64.884,-0.020,0.307
'[02:14:26.528 20/01/1989]',0.030,64.465,-0.015,0.310
'[02:14:26.532 20/01/1989]',0.030,63.628,-0.011,0.307
'[02:14:26.536 20/01/1989]',0.035,63.000,-0.014,0.313
'[02:14:26.540 20/01/1989]',0.040,62.163,-0.014,0.312
'[02:14:26.544 20/01/1989]',0.030,61.326,-0.013,0.317
'[02:14:26.548 20/01/1989]',0.030,61.116,-0.014,0.319
'[02:14:26.552 20/01/1989]',0.040,60.907,-0.014,0.316
'[02:14:26.556 20/01/1989]',0.040,59.860,-0.012,0.317
'[02:14:26.560 20/01/1989]',0.050,59.651,-0.016,0.306
'[02:14:26.564 20/01/1989]',0.055,58.814,-0.019,0.319
'[02:14:26.568 20/01/1989]',0.050,58.395,-0.021,0.319
'[02:14:26.572 20/01/1989]',0.055,57.977,-0.022,0.339
'[02:14:26.576 20/01/1989]',0.060,57.349,-0.024,0.336
'[02:14:26.580 20/01/1989]',0.040,57.558,-0.028,0.349
'[02:14:26.584 20/01/1989]',0.050,56.930,-0.030,0.348
'[02:14:26.588 20/01/1989]',0.060,56.512,-0.031,0.351
'[02:14:26.592 20/01/1989]',0.050,56.302,-0.033,0.349
'[02:14:26.596 20/01/1989]',0.055,56.302,-0.036,0.367
'[02:14:26.600 20/01/1989]',0.035,55.884,-0.038,0.352
'[02:14:26.604 20/01/1989]',0.045,55.884,-0.037,0.358
'[02:14:26.608 20/01/1989]',0.060,55.465,-0.040,0.348
'[02:14:26.612 20/01/1989]',0.055,55.465,-0.039,0.354
'[02:14:26.616 20/01/1989]',0.050,55.465,-0.039,0.370
'[02:14:26.620 20/01/1989]',0.055,55.465,-0.040,0.374
'[02:14:26.624 20/01/1989]',0.045,55.465,-0.042,0.380
'[02:14:26.628 20/01/1989]',0.055,55.674,-0.040,0.403
'[02:14:26.632 20/01/1989]',0.055,55.884,-0.037,0.400
'[02:14:26.636 20/01/1989]',0.045,55.674,-0.035,0.406
'[02:14:26.640 20/01/1989]',0.060,56.302,-0.037,0.414
'[02:14:26.644 20/01/1989]',0.050,55.884,-0.033,0.404
'[02:14:26.648 20/01/1989]',0.045,56.512,-0.032,0.400
'[02:14:26.652 20/01/1989]',0.060,56.721,-0.032,0.412
'[02:14:26.656 20/01/1989]',0.045,56.930,-0.029,0.399
'[02:14:26.660 20/01/1989]',0.060,56.930,-0.027,0.401
'[02:14:26.664 20/01/1989]',0.060,57.140,-0.027,0.419
'[02:14:26.668 20/01/1989]',0.045,57.140,-0.026,0.410
'[02:14:26.672 20/01/1989]',0.075,57.767,-0.024,0.422
'[02:14:26.676 20/01/1989]',0.060,57.977,-0.026,0.433
'[02:14:26.680 20/01/1989]',0.070,57.977,-0.028,0.452
'[02:14:26.684 20/01/1989]',0.070,57.977,-0.027,0.448
'[02:14:26.688 20/01/1989]',0.070,58.814,-0.026,0.459
'[02:14:26.692 20/01/1989]',0.070,58.814,-0.026,0.446
'[02:14:26.696 20/01/1989]',0.060,58.605,-0.026,0.449
'[02:14:26.700 20/01/1989]',0.070,59.023,-0.027,0.441
'[02:14:26.704 20/01/1989]',0.060,59.233,-0.028,0.445
'[02:14:26.708 20/01/1989]',0.060,59.442,-0.029,0.441
'[02:14:26.712 20/01/1989]',0.065,59.651,-0.030,0.451
'[02:14:26.716 20/01/1989]',0.070,59.233,-0.031,0.464
'[02:14:26.720 20/01/1989]',0.060,60.070,-0.033,0.486
'[02:14:26.724 20/01/1989]',0.070,59.651,-0.037,0.487
'[02:14:26.728 20/01/1989]',0.060,59.651,-0.035,0.499
'[02:14:26.732 20/01/1989]',0.065,59.860,-0.032,0.512
'[02:14:26.736 20/01/1989]',0.070,59.860,-0.033,0.504
'[02:14:26.740 20/01/1989]',0.080,59.860,-0.033,0.501
'[02:14:26.744 20/01/1989]',0.060,59.651,-0.031,0.510
'[02:14:26.748 20/01/1989]',0.085,60.279,-0.030,0.497
'[02:14:26.752 20/01/1989]',0.065,59.651,-0.030,0.512
'[02:14:26.756 20/01/1989]',0.080,59.442,-0.029,0.499
'[02:14:26.760 20/01/1989]',0.080,59.233,-0.029,0.517
'[02:14:26.764 20/01/1989]',0.080,59.651,-0.031,0.507
'[02:14:26.768 20/01/1989]',0.080,59.651,-0.029,0.523
'[02:14:26.772 20/01/1989]',0.060,59.442,-0.027,0.545
'[02:14:26.776 20/01/1989]',0.075,59.023,-0.027,0.538
'[02:14:26.780 20/01/1989]',0.080,59.233,-0.028,0.545
'[02:14:26.784 20/01/1989]',0.080,58.814,-0.030,0.539
'[02:14:26.788 20/01/1989]',0.080,58.605,-0.029,0.551
'[02:14:26.792 20/01/1989]',0.095,58.814,-0.032,0.539
'[02:14:26.796 20/01/1989]',0.080,58.395,-0.034,0.554
'[02:14:26.800 20/01/1989]',0.085,58.186,-0.035,0.545
'[02:14:26.804 20/01/1989]',0.085,57.977,-0.034,0.561
'[02:14:26.808 20/01/1989]',0.090,57.767,-0.033,0.562
'[02:14:26.812 20/01/1989]',0.090,57.558,-0.031,0.586
'[02:14:26.816 20/01/1989]',0.095,57.140,-0.026,0.604
'[02:14:26.820 20/01/1989]',0.075,57.349,-0.025,0.604
'[02:14:26.824 20/01/1989]',0.100,57.140,-0.025,0.632
'[02:14:26.828 20/01/1989]',0.075,56.302,-0.020,0.628
'[02:14:26.832 20/01/1989]',0.095,56.302,-0.016,0.639
'[02:14:26.836 20/01/1989]',0.100,56.302,-0.017,0.658
'[02:14:26.840 20/01/1989]',0.100,55.674,-0.015,0.654
'[02:14:26.844 20/01/1989]',0.080,55.674,-0.016,0.633
'[02:14:26.848 20/01/1989]',0.090,55.674,-0.015,0.636
'[02:14:26.852 20/01/1989]',0.115,55.046,-0.014,0.652
'[02:14:26.856 20/01/1989]',0.120,54.419,-0.014,0.655
'[02:14:26.860 20/01/1989]',0.105,54.000,-0.014,0.641
'[02:14:26.864 20/01/1989]',0.115,54.000,-0.016,0.657
'[02:14:26.868 20/01/1989]',0.120,53.791,-0.016,0.667
'[02:14:26.872 20/01/1989]',0.115,53.372,-0.014,0.681
'[02:14:26.876 20/01/1989]',0.135,53.581,-0.016,0.678
'[02:14:26.880 20/01/1989]',0.145,52.953,-0.020,0.690
'[02:14:26.884 20/01/1989]',0.145,52.953,-0.021,0.672
'[02:14:26.888 20/01/1989]',0.155,52.744,-0.022,0.684
'[02:14:26.892 20/01/1989]',0.135,52.744,-0.024,0.668
'[02:14:26.896 20/01/1989]',0.135,52.116,-0.025,0.675
'[02:14:26.900 20/01/1989]',0.125,52.116,-0.027,0.667
'[02:14:26.904 20/01/1989]',0.125,51.698,-0.027,0.678
'[02:14:26.908 20/01/1989]',0.125,51.279,-0.030,0.677
'[02:14:26.912 20/01/1989]',0.120,51.070,-0.027,0.693
'[02:14:26.916 20/01/1989]',0.105,50.860,-0.027,0.713
'[02:14:26.920 20/01/1989]',0.120,50.860,-0.026,0.713
'[02:14:26.924 20/01/1989]',0.110,50.233,-0.027,0.707
'[02:14:26.928 20/01/1989]',0.095,50.442,-0.024,0.736
'[02:14:26.932 20/01/1989]',0.100,49.605,-0.022,0.722
'[02:14:26.936 20/01/1989]',0.080,50.023,-0.025,0.736
'[02:14:26.940 20/01/1989]',0.095,49.605,-0.025,0.722
'[02:14:26.944 20/01/1989]',0.080,49.395,-0.024,0.720
'[02:14:26.948 20/01/1989]',0.080,48.767,-0.024,0.713
'[02:14:26.952 20/01/1989]',0.085,48.977,-0.024,0.719
'[02:14:26.956 20/01/1989]',0.090,48.767,-0.022,0.723
'[02:14:26.960 20/01/1989]',0.080,48.349,-0.026,0.722
'[02:14:26.964 20/01/1989]',0.075,48.349,-0.031,0.738
'[02:14:26.968 20/01/1989]',0.080,48.349,-0.033,0.729
'[02:14:26.972 20/01/1989]',0.080,47.302,-0.032,0.757
'[02:14:26.976 20/01/1989]',0.080,47.302,-0.033,0.759
'[02:14:26.980 20/01/1989]',0.090,47.721,-0.034,0.761
'[02:14:26.984 20/01/1989]',0.090,47.512,-0.033,0.743
'[02:14:26.988 20/01/1989]',0.080,47.512,-0.032,0.754
'[02:14:26.992 20/01/1989]',0.080,47.093,-0.032,0.746
'[02:14:26.996 20/01/1989]',0.080,46.884,-0.031,0.764
'[02:14:27.000 20/01/1989]',0.080,46.674,-0.031,0.742
'[02:14:27.004 20/01/1989]',0.090,46.674,-0.030,0.748
'[02:14:27.008 20/01/1989]',0.085,46.256,-0.032,0.749
'[02:14:27.012 20/01/1989]',0.100,45.837,-0.029,0.770
'[02:14:27.016 20/01/1989]',0.135,46.256,-0.029,0.783
'[02:14:27.020 20/01/1989]',0.180,46.046,-0.027,0.783
'[02:14:27.024 20/01/1989]',0.275,46.256,-0.025,0.784
'[02:14:27.028 20/01/1989]',0.370,45.419,-0.017,0.800
'[02:14:27.032 20/01/1989]',0.565,45.628,-0.008,0.797
'[02:14:27.036 20/01/1989]',0.745,45.419,-0.003,0.803
'[02:14:27.040 20/01/1989]',0.860,45.419,-0.001,0.788
'[02:14:27.044 20/01/1989]',0.820,45.000,-0.006,0.777
'[02:14:27.048 20/01/1989]',0.610,45.000,-0.017,0.790
'[02:14:27.052 20/01/1989]',0.260,45.000,-0.028,0.794
'[02:14:27.056 20/01/1989]',-0.080,44.791,-0.036,0.796
'[02:14:27.060 20/01/1989]',-0.235,44.581,-0.042,0.799
'[02:14:27.064 20/01/1989]',-0.300,44.163,-0.044,0.817
'[02:14:27.068 20/01/1989]',-0.225,44.163,-0.041,0.820
'[02:14:27.072 20/01/1989]',-0.120,44.372,-0.037,0.830
'[02:14:27.076 20/01/1989]',-0.045,44.372,-0.038,0.830
'[02:14:27.080 20/01/1989]',-0.015,44.163,-0.035,0.836
'[02:14:27.084 20/01/1989]',0.025,43.744,-0.033,0.816
'[02:14:27.088 20/01/1989]',0.035,43.953,-0.033,0.833
'[02:14:27.092 20/01/1989]',0.070,44.163,-0.030,0.809
'[02:14:27.096 20/01/1989]',0.080,43.326,-0.031,0.828
'[02:14:27.100 20/01/1989]',0.085,43.326,-0.031,0.806
'[02:14:27.104 20/01/1989]',0.080,43.744,-0.031,0.830
'[02:14:27.108 20/01/1989]',0.065,43.326,-0.031,0.820
'[02:14:27.112 20/01/1989]',0.080,43.116,-0.028,0.845
'[02:14:27.116 20/01/1989]',0.065,43.116,-0.028,0.843
'[02:14:27.120 20/01/1989]',0.080,42.907,-0.026,0.852
'[02:14:27.124 20/01/1989]',0.085,43.116,-0.028,0.865
'[02:14:27.128 20/01/1989]',0.090,42.907,-0.025,0.877
'[02:14:27.132 20/01/1989]',0.085,42.488,-0.022,0.867
'[02:14:27.136 20/01/1989]',0.085,43.326,-0.025,0.861
'[02:14:27.140 20/01/1989]',0.080,42.907,-0.024,0.849
'[02:14:27.144 20/01/1989]',0.100,42.907,-0.025,0.852
'[02:14:27.148 20/01/1989]',0.085,42.907,-0.027,0.858
'[02:14:27.152 20/01/1989]',0.100,42.907,-0.026,0.848
'[02:14:27.156 20/01/1989]',0.100,42.698,-0.026,0.861
'[02:14:27.160 20/01/1989]',0.110,42.070,-0.026,0.872
'[02:14:27.164 20/01/1989]',0.100,42.279,-0.029,0.881
'[02:14:27.168 20/01/1989]',0.120,42.070,-0.029,0.886
'[02:14:27.172 20/01/1989]',0.100,42.070,-0.026,0.891
'[02:14:27.176 20/01/1989]',0.120,41.651,-0.028,0.899
'[02:14:27.180 20/01/1989]',0.125,42.070,-0.027,0.909
'[02:14:27.184 20/01/1989]',0.125,41.860,-0.028,0.896
'[02:14:27.188 20/01/1989]',0.120,42.070,-0.027,0.910
'[02:14:27.192 20/01/1989]',0.130,41.860,-0.029,0.888
'[02:14:27.196 20/01/1989]',0.135,42.070,-0.027,0.897
'[02:14:27.200 20/01/1989]',0.140,41.442,-0.027,0.881
'[02:14:27.204 20/01/1989]',0.135,41.860,-0.024,0.891
'[02:14:27.208 20/01/1989]',0.135,41.233,-0.023,0.890
'[02:14:27.212 20/01/1989]',0.135,41.233,-0.023,0.899
'[02:14:27.216 20/01/1989]',0.140,41.442,-0.019,0.907
'[02:14:27.220 20/01/1989]',0.160,41.442,-0.020,0.923
'[02:14:27.224 20/01/1989]',0.150,41.442,-0.023,0.923
'[02:14:27.228 20/01/1989]',0.155,41.233,-0.021,0.929
'[02:14:27.232 20/01/1989]',0.160,42.488,-0.018,0.919
'[02:14:27.236 20/01/1989]',0.155,43.744,-0.022,0.914
'[02:14:27.240 20/01/1989]',0.150,45.000,-0.023,0.910
'[02:14:27.244 20/01/1989]',0.165,46.256,-0.024,0.903
'[02:14:27.248 20/01/1989]',0.175,47.930,-0.025,0.910
'[02:14:27.252 20/01/1989]',0.160,50.442,-0.027,0.913
'[02:14:27.256 20/01/1989]',0.170,52.535,-0.026,0.926
'[02:14:27.260 20/01/1989]',0.175,54.837,-0.028,0.933
'[02:14:27.264 20/01/1989]',0.195,57.767,-0.029,0.941
'[02:14:27.268 20/01/1989]',0.190,60.488,-0.030,0.938
'[02:14:27.272 20/01/1989]',0.200,62.791,-0.027,0.945
'[02:14:27.276 20/01/1989]',0.200,65.512,-0.027,0.952
'[02:14:27.280 20/01/1989]',0.215,68.442,-0.029,0.954
'[02:14:27.284 20/01/1989]',0.205,71.581,-0.028,0.936
'[02:14:27.288 20/01/1989]',0.210,74.302,-0.029,0.949
'[02:14:27.292 20/01/1989]',0.210,77.023,-0.028,0.936
'[02:14:27.296 20/01/1989]',0.220,79.744,-0.029,0.943
'[02:14:27.300 20/01/1989]',0.215,81.837,-0.028,0.935
'[02:14:27.304 20/01/1989]',0.220,84.558,-0.027,0.939
'[02:14:27.308 20/01/1989]',0.220,86.860,-0.028,0.939
'[02:14:27.312 20/01/1989]',0.210,88.953,-0.026,0.958
'[02:14:27.316 20/01/1989]',0.210,90.628,-0.025,0.959
'[02:14:27.320 20/01/1989]',0.200,92.093,-0.025,0.965
'[02:14:27.324 20/01/1989]',0.190,93.767,-0.025,0.967
'[02:14:27.328 20/01/1989]',0.180,94.814,-0.024,0.968
'[02:14:27.332 20/01/1989]',0.180,95.860,-0.021,0.961
'[02:14:27.336 20/01/1989]',0.160,97.326,-0.022,0.948
'[02:14:27.340 20/01/1989]',0.150,98.163,-0.025,0.951
'[02:14:27.344 20/01/1989]',0.135,99.000,-0.023,0.942
'[02:14:27.348 20/01/1989]',0.130,99.628,-0.024,0.951
'[02:14:27.352 20/01/1989]',0.125,100.256,-0.024,0.942
'[02:14:27.356 20/01/1989]',0.100,100.256,-0.022,0.961
'[02:14:27.360 20/01/1989]',0.080,100.256,-0.022,0.968
'[02:14:27.364 20/01/1989]',0.080,99.837,-0.024,0.974
'[02:14:27.368 20/01/1989]',0.060,99.837,-0.024,0.964
'[02:14:27.372 20/01/1989]',0.050,98.791,-0.022,0.971
'[02:14:27.376 20/01/1989]',0.035,97.326,-0.021,0.955
'[02:14:27.380 20/01/1989]',0.025,96.907,-0.021,0.959
'[02:14:27.384 20/01/1989]',0.020,95.651,-0.020,0.951
'[02:14:27.388 20/01/1989]',-0.000,94.814,-0.019,0.958
'[02:14:27.392 20/01/1989]',-0.000,93.349,-0.018,0.948
'[02:14:27.396 20/01/1989]',-0.000,92.093,-0.019,0.949
'[02:14:27.400 20/01/1989]',-0.000,90.628,-0.019,0.945
'[02:14:27.404 20/01/1989]',-0.000,89.163,-0.017,0.951
'[02:14:27.408 20/01/1989]',-0.000,87.907,-0.017,0.957
'[02:14:27.412 20/01/1989]',-0.000,86.233,-0.014,0.970
'[02:14:27.416 20/01/1989]',-0.000,84.767,-0.015,0.972
'[02:14:27.420 20/01/1989]',-0.000,83.930,-0.014,0.980
'[02:14:27.424 20/01/1989]',0.005,82.674,-0.019,0.980
'[02:14:27.428 20/01/1989]',0.010,81.000,-0.020,0.984
'[02:14:27.432 20/01/1989]',0.015,80.372,-0.017,0.974
'[02:14:27.436 20/01/1989]',-0.000,78.907,-0.021,0.974
'[02:14:27.440 20/01/1989]',0.005,78.488,-0.022,0.970
'[02:14:27.444 20/01/1989]',-0.000,76.814,-0.021,0.968
'[02:14:27.448 20/01/1989]',-0.000,75.767,-0.022,0.974
'[02:14:27.452 20/01/1989]',0.015,75.349,-0.022,0.978
'[02:14:27.456 20/01/1989]',0.015,74.302,-0.020,0.986
'[02:14:27.460 20/01/1989]',0.020,73.256,-0.023,0.987
'[02:14:27.464 20/01/1989]',0.020,72.209,-0.022,0.991
'[02:14:27.468 20/01/1989]',0.030,71.372,-0.020,0.990
'[02:14:27.472 20/01/1989]',0.040,70.535,-0.016,0.996
'[02:14:27.476 20/01/1989]',0.040,70.326,-0.016,0.993
'[02:14:27.480 20/01/1989]',0.020,69.698,-0.018,0.997
'[02:14:27.484 20/01/1989]',0.035,69.279,-0.019,0.980
'[02:14:27.488 20/01/1989]',0.035,68.651,-0.019,0.984
'[02:14:27.492 20/01/1989]',0.040,67.395,-0.018,0.975
'[02:14:27.496 20/01/1989]',0.025,66.977,-0.017,0.978
'[02:14:27.500 20/01/1989]',0.040,66.558,-0.017,0.975
'[02:14:27.504 20/01/1989]',0.050,65.512,-0.015,0.984
'[02:14:27.508 20/01/1989]',0.045,65.093,-0.017,0.990
'[02:14:27.512 20/01/1989]',0.045,63.837,-0.017,1.003
'[02:14:27.516 20/01/1989]',0.050,63.628,-0.016,1.007
'[02:14:27.520 20/01/1989]',0.050,63.000,-0.018,1.010
'[02:14:27.524 20/01/1989]',0.050,62.163,-0.019,1.001
'[02:14:27.528 20/01/1989]',0.055,61.326,-0.017,0.999
'[02:14:27.532 20/01/1989]',0.050,60.907,-0.017,0.996
'[02:14:27.536 20/01/1989]',0.060,60.488,-0.021,0.993
'[02:14:27.540 20/01/1989]',0.050,59.651,-0.022,0.991
'[02:14:27.544 20/01/1989]',0.045,59.023,-0.021,0.983
'[02:14:27.548 20/01/1989]',0.045,58.814,-0.022,0.991
'[02:14:27.552 20/01/1989]',0.050,58.814,-0.022,0.981
'[02:14:27.556 20/01/1989]',0.055,57.767,-0.022,0.991
'[02:14:27.560 20/01/1989]',0.055,57.140,-0.024,0.991
'[02:14:27.564 20/01/1989]',0.055,57.140,-0.029,0.999
'[02:14:27.568 20/01/1989]',0.050,57.140,-0.030,0.997
'[02:14:27.572 20/01/1989]',0.045,56.721,-0.029,0.997
'[02:14:27.576 20/01/1989]',0.050,56.302,-0.031,0.983
'[02:14:27.580 20/01/1989]',0.060,56.302,-0.034,0.987
'[02:14:27.584 20/01/1989]',0.055,56.302,-0.034,0.968
'[02:14:27.588 20/01/1989]',0.050,56.512,-0.032,0.974
'[02:14:27.592 20/01/1989]',0.045,56.302,-0.031,0.962
'[02:14:27.596 20/01/1989]',0.060,56.302,-0.030,0.962
'[02:14:27.600 20/01/1989]',0.045,56.302,-0.030,0.952
'[02:14:27.604 20/01/1989]',0.035,56.721,-0.029,0.964
'[02:14:27.608 20/01/1989]',0.055,56.302,-0.029,0.964
'[02:14:27.612 20/01/1989]',0.040,56.512,-0.025,0.974
'[02:14:27.616 20/01/1989]',0.055,56.721,-0.022,0.968
'[02:14:27.620 20/01/1989]',0.060,57.140,-0.020,0.964
'[02:14:27.624 20/01/1989]',0.060,57.977,-0.021,0.945
'[02:14:27.628 20/01/1989]',0.060,57.140,-0.018,0.945
'[02:14:27.632 20/01/1989]',0.060,57.349,-0.016,0.933
'[02:14:27.636 20/01/1989]',0.045,57.767,-0.019,0.920
'[02:14:27.640 20/01/1989]',0.055,58.186,-0.019,0.912
'[02:14:27.644 20/01/1989]',0.070,57.977,-0.019,0.913
'[02:14:27.648 20/01/1989]',0.050,58.605,-0.021,0.904
'[02:14:27.652 20/01/1989]',0.050,58.814,-0.019,0.917
'[02:14:27.656 20/01/1989]',0.055,59.023,-0.017,0.919
'[02:14:27.660 20/01/1989]',0.060,59.233,-0.018,0.916
'[02:14:27.664 20/01/1989]',0.060,59.651,-0.020,0.928
'[02:14:27.668 20/01/1989]',0.070,59.651,-0.021,0.912
'[02:14:27.672 20/01/1989]',0.055,59.860,-0.019,0.913
'[02:14:27.676 20/01/1989]',0.060,60.279,-0.019,0.900
'[02:14:27.680 20/01/1989]',0.060,60.698,-0.017,0.893
'[02:14:27.684 20/01/1989]',0.075,60.698,-0.015,0.871
'[02:14:27.688 20/01/1989]',0.060,60.907,-0.013,0.878
'[02:14:27.692 20/01/1989]',0.060,61.326,-0.012,0.865
'[02:14:27.696 20/01/1989]',0.070,61.326,-0.013,0.870
'[02:14:27.700 20/01/1989]',0.070,61.535,-0.015,0.868
'[02:14:27.704 20/01/1989]',0.070,61.535,-0.014,0.865
'[02:14:27.708 20/01/1989]',0.070,62.163,-0.019,0.862
'[02:14:27.712 20/01/1989]',0.060,61.535,-0.020,0.864
'[02:14:27.716 20/01/1989]',0.060,61.744,-0.021,0.852
'[02:14:27.720 20/01/1989]',0.070,61.744,-0.023,0.859
'[02:14:27.724 20/01/1989]',0.065,62.163,-0.027,0.843
'[02:14:27.728 20/01/1989]',0.070,61.744,-0.027,0.826
'[02:14:27.732 20/01/1989]',0.060,62.163,-0.024,0.826
'[02:14:27.736 20/01/1989]',0.065,62.163,-0.027,0.809
'[02:14:27.740 20/01/1989]',0.080,61.953,-0.029,0.813
'[02:14:27.744 20/01/1989]',0.070,61.326,-0.028,0.803
'[02:14:27.748 20/01/1989]',0.075,61.535,-0.030,0.797
'[02:14:27.752 20/01/1989]',0.085,61.535,-0.029,0.793
'[02:14:27.756 20/01/1989]',0.080,61.535,-0.027,0.804
'[02:14:27.760 20/01/1989]',0.070,60.907,-0.027,0.804
'[02:14:27.764 20/01/1989]',0.080,61.326,-0.027,0.790
'[02:14:27.768 20/01/1989]',0.080,60.698,-0.027,0.771
'[02:14:27.772 20/01/1989]',0.090,60.279,-0.026,0.762
'[02:14:27.776 20/01/1989]',0.090,60.070,-0.029,0.748
