'Time and date','ECG','BP','EEG (C4-A1)','Resp (sum)'
'[23:07:32.612 19/01/1989]',0.090,66.767,0.033,0.388
'[23:07:32.616 19/01/1989]',0.090,66.767,0.030,0.381
'[23:07:32.620 19/01/1989]',0.090,67.605,0.024,0.381
'[23:07:32.624 19/01/1989]',0.095,67.186,0.016,0.388
'[23:07:32.628 19/01/1989]',0.100,67.186,0.012,0.383
'[23:07:32.632 19/01/1989]',0.105,66.977,0.008,0.378
'[23:07:32.636 19/01/1989]',0.110,67.186,0.002,0.381
'[23:07:32.640 19/01/1989]',0.125,67.186,-0.000,0.388
'[23:07:32.644 19/01/1989]',0.135,66.977,-0.002,0.381
'[23:07:32.648 19/01/1989]',0.130,66.977,-0.007,0.390
'[23:07:32.652 19/01/1989]',0.125,66.558,-0.011,0.388
'[23:07:32.656 19/01/1989]',0.130,66.767,-0.014,0.399
'[23:07:32.660 19/01/1989]',0.125,66.349,-0.014,0.399
'[23:07:32.664 19/01/1989]',0.105,66.140,-0.017,0.420
'[23:07:32.668 19/01/1989]',0.115,66.140,-0.018,0.426
'[23:07:32.672 19/01/1989]',0.120,65.512,-0.019,0.419
'[23:07:32.676 19/01/1989]',0.115,65.512,-0.018,0.397
'[23:07:32.680 19/01/1989]',0.105,65.512,-0.017,0.396
'[23:07:32.684 19/01/1989]',0.095,64.674,-0.016,0.394
'[23:07:32.688 19/01/1989]',0.100,64.465,-0.014,0.401
'[23:07:32.692 19/01/1989]',0.095,64.256,-0.013,0.397
'[23:07:32.696 19/01/1989]',0.085,63.837,-0.014,0.404
'[23:07:32.700 19/01/1989]',0.080,63.628,-0.013,0.397
'[23:07:32.704 19/01/1989]',0.060,63.000,-0.011,0.426
'[23:07:32.708 19/01/1989]',0.060,63.000,-0.013,0.433
'[23:07:32.712 19/01/1989]',0.060,63.000,-0.016,0.417
'[23:07:32.716 19/01/1989]',0.065,62.372,-0.014,0.429
'[23:07:32.720 19/01/1989]',0.070,62.163,-0.016,0.417
'[23:07:32.724 19/01/1989]',0.060,62.163,-0.020,0.406
'[23:07:32.728 19/01/1989]',0.070,61.535,-0.023,0.413
'[23:07:32.732 19/01/1989]',0.060,61.116,-0.025,0.400
'[23:07:32.736 19/01/1989]',0.070,60.698,-0.029,0.384
'[23:07:32.740 19/01/1989]',0.070,60.698,-0.030,0.400
'[23:07:32.744 19/01/1989]',0.070,60.488,-0.029,0.407
'[23:07:32.748 19/01/1989]',0.080,59.860,-0.031,0.396
'[23:07:32.752 19/01/1989]',0.060,59.442,-0.035,0.400
'[23:07:32.756 19/01/1989]',0.090,59.023,-0.037,0.425
'[23:07:32.760 19/01/1989]',0.080,59.023,-0.036,0.403
'[23:07:32.764 19/01/1989]',0.075,58.186,-0.040,0.436
'[23:07:32.768 19/01/1989]',0.075,57.767,-0.041,0.429
'[23:07:32.772 19/01/1989]',0.110,57.558,-0.043,0.454
'[23:07:32.776 19/01/1989]',0.155,57.349,-0.041,0.409
'[23:07:32.780 19/01/1989]',0.190,57.140,-0.038,0.442
'[23:07:32.784 19/01/1989]',0.295,56.302,-0.033,0.400
'[23:07:32.788 19/01/1989]',0.440,56.512,-0.023,0.412
'[23:07:32.792 19/01/1989]',0.640,56.302,-0.013,0.413
'[23:07:32.796 19/01/1989]',0.825,56.302,-0.007,0.428
'[23:07:32.800 19/01/1989]',0.955,55.674,-0.003,0.400
'[23:07:32.804 19/01/1989]',0.865,55.256,-0.009,0.441
'[23:07:32.808 19/01/1989]',0.590,55.046,-0.025,0.414
'[23:07:32.812 19/01/1989]',0.190,54.837,-0.041,0.452
'[23:07:32.816 19/01/1989]',-0.200,54.419,-0.049,0.446
'[23:07:32.820 19/01/1989]',-0.360,54.419,-0.053,0.441
'[23:07:32.824 19/01/1989]',-0.385,54.209,-0.055,0.436
'[23:07:32.828 19/01/1989]',-0.280,54.000,-0.055,0.433
'[23:07:32.832 19/01/1989]',-0.180,54.000,-0.056,0.420
'[23:07:32.836 19/01/1989]',-0.095,54.000,-0.060,0.436
'[23:07:32.840 19/01/1989]',-0.050,53.581,-0.062,0.435
'[23:07:32.844 19/01/1989]',-0.000,53.163,-0.062,0.413
'[23:07:32.848 19/01/1989]',0.025,53.372,-0.063,0.428
'[23:07:32.852 19/01/1989]',0.050,53.163,-0.067,0.443
'[23:07:32.856 19/01/1989]',0.070,52.953,-0.066,0.461
'[23:07:32.860 19/01/1989]',0.080,52.953,-0.064,0.446
'[23:07:32.864 19/01/1989]',0.060,52.326,-0.062,0.459
'[23:07:32.868 19/01/1989]',0.055,52.326,-0.060,0.446
'[23:07:32.872 19/01/1989]',0.070,52.326,-0.057,0.433
'[23:07:32.876 19/01/1989]',0.080,51.907,-0.055,0.454
'[23:07:32.880 19/01/1989]',0.075,52.116,-0.052,0.448
'[23:07:32.884 19/01/1989]',0.085,51.907,-0.053,0.425
'[23:07:32.888 19/01/1989]',0.095,51.279,-0.053,0.428
'[23:07:32.892 19/01/1989]',0.090,51.279,-0.054,0.435
'[23:07:32.896 19/01/1989]',0.090,51.279,-0.057,0.442
'[23:07:32.900 19/01/1989]',0.100,51.279,-0.056,0.429
'[23:07:32.904 19/01/1989]',0.110,51.070,-0.056,0.446
'[23:07:32.908 19/01/1989]',0.090,51.279,-0.060,0.451
'[23:07:32.912 19/01/1989]',0.120,50.860,-0.063,0.452
'[23:07:32.916 19/01/1989]',0.100,50.651,-0.060,0.462
'[23:07:32.920 19/01/1989]',0.120,50.651,-0.058,0.443
'[23:07:32.924 19/01/1989]',0.100,50.651,-0.058,0.464
'[23:07:32.928 19/01/1989]',0.120,50.442,-0.056,0.446
'[23:07:32.932 19/01/1989]',0.100,50.233,-0.055,0.452
'[23:07:32.936 19/01/1989]',0.125,50.442,-0.056,0.438
'[23:07:32.940 19/01/1989]',0.105,50.442,-0.056,0.452
'[23:07:32.944 19/01/1989]',0.115,50.023,-0.052,0.438
'[23:07:32.948 19/01/1989]',0.135,49.605,-0.050,0.462
'[23:07:32.952 19/01/1989]',0.120,49.814,-0.049,0.446
'[23:07:32.956 19/01/1989]',0.125,49.605,-0.046,0.464
'[23:07:32.960 19/01/1989]',0.135,49.605,-0.039,0.442
'[23:07:32.964 19/01/1989]',0.140,49.605,-0.039,0.474
'[23:07:32.968 19/01/1989]',0.150,49.605,-0.036,0.462
'[23:07:32.972 19/01/1989]',0.140,49.605,-0.035,0.461
'[23:07:32.976 19/01/1989]',0.145,48.977,-0.034,0.449
'[23:07:32.980 19/01/1989]',0.150,50.233,-0.033,0.459
'[23:07:32.984 19/01/1989]',0.155,50.442,-0.034,0.435
'[23:07:32.988 19/01/1989]',0.175,51.488,-0.033,0.459
'[23:07:32.992 19/01/1989]',0.180,53.791,-0.034,0.420
'[23:07:32.996 19/01/1989]',0.185,55.465,-0.037,0.459
'[23:07:33.000 19/01/1989]',0.185,56.721,-0.038,0.455
'[23:07:33.004 19/01/1989]',0.195,59.233,-0.037,0.457
'[23:07:33.008 19/01/1989]',0.190,61.953,-0.040,0.458
'[23:07:33.012 19/01/1989]',0.200,64.674,-0.045,0.462
'[23:07:33.016 19/01/1989]',0.215,67.186,-0.045,0.480
'[23:07:33.020 19/01/1989]',0.220,70.326,-0.044,0.475
'[23:07:33.024 19/01/1989]',0.220,74.093,-0.047,0.472
'[23:07:33.028 19/01/1989]',0.235,77.233,-0.046,0.459
'[23:07:33.032 19/01/1989]',0.240,80.581,-0.047,0.433
'[23:07:33.036 19/01/1989]',0.235,84.139,-0.048,0.446
'[23:07:33.040 19/01/1989]',0.240,88.116,-0.049,0.458
'[23:07:33.044 19/01/1989]',0.250,92.093,-0.044,0.454
'[23:07:33.048 19/01/1989]',0.260,95.651,-0.044,0.477
'[23:07:33.052 19/01/1989]',0.240,99.419,-0.046,0.484
'[23:07:33.056 19/01/1989]',0.240,103.186,-0.044,0.504
'[23:07:33.060 19/01/1989]',0.250,106.116,-0.041,0.497
'[23:07:33.064 19/01/1989]',0.240,109.256,-0.042,0.500
'[23:07:33.068 19/01/1989]',0.225,111.977,-0.039,0.480
'[23:07:33.072 19/01/1989]',0.220,114.070,-0.041,0.472
'[23:07:33.076 19/01/1989]',0.205,115.953,-0.038,0.464
'[23:07:33.080 19/01/1989]',0.180,117.419,-0.039,0.470
'[23:07:33.084 19/01/1989]',0.185,117.628,-0.037,0.474
'[23:07:33.088 19/01/1989]',0.185,118.046,-0.035,0.481
'[23:07:33.092 19/01/1989]',0.170,117.837,-0.032,0.458
'[23:07:33.096 19/01/1989]',0.140,118.046,-0.032,0.477
'[23:07:33.100 19/01/1989]',0.125,117.419,-0.029,0.491
'[23:07:33.104 19/01/1989]',0.120,116.163,-0.026,0.475
'[23:07:33.108 19/01/1989]',0.085,115.116,-0.027,0.461
'[23:07:33.112 19/01/1989]',0.075,114.070,-0.028,0.481
'[23:07:33.116 19/01/1989]',0.065,112.395,-0.026,0.464
'[23:07:33.120 19/01/1989]',0.040,110.930,-0.025,0.481
'[23:07:33.124 19/01/1989]',0.035,109.884,-0.026,0.464
'[23:07:33.128 19/01/1989]',0.035,107.581,-0.024,0.472
'[23:07:33.132 19/01/1989]',0.015,105.907,-0.024,0.464
'[23:07:33.136 19/01/1989]',0.020,104.023,-0.026,0.446
'[23:07:33.140 19/01/1989]',0.015,102.977,-0.024,0.454
'[23:07:33.144 19/01/1989]',0.005,100.674,-0.021,0.462
'[23:07:33.148 19/01/1989]',-0.000,99.837,-0.019,0.467
'[23:07:33.152 19/01/1989]',0.010,98.163,-0.021,0.470
'[23:07:33.156 19/01/1989]',-0.000,96.488,-0.019,0.497
'[23:07:33.160 19/01/1989]',-0.000,94.814,-0.016,0.458
'[23:07:33.164 19/01/1989]',-0.000,93.558,-0.014,0.499
'[23:07:33.168 19/01/1989]',-0.005,92.512,-0.011,0.457
'[23:07:33.172 19/01/1989]',0.010,90.837,-0.009,0.475
'[23:07:33.176 19/01/1989]',-0.000,89.791,-0.004,0.470
'[23:07:33.180 19/01/1989]',0.005,88.535,-0.002,0.454
'[23:07:33.184 19/01/1989]',0.020,87.070,0.002,0.449
'[23:07:33.188 19/01/1989]',0.020,86.023,0.004,0.449
'[23:07:33.192 19/01/1989]',-0.000,84.977,0.007,0.459
'[23:07:33.196 19/01/1989]',0.005,83.930,0.009,0.471
'[23:07:33.200 19/01/1989]',0.015,83.512,0.013,0.464
'[23:07:33.204 19/01/1989]',-0.000,82.465,0.018,0.470
'[23:07:33.208 19/01/1989]',0.025,81.837,0.018,0.475
'[23:07:33.212 19/01/1989]',0.020,80.791,0.017,0.487
'[23:07:33.216 19/01/1989]',0.010,80.581,0.020,0.470
'[23:07:33.220 19/01/1989]',0.025,79.535,0.017,0.471
'[23:07:33.224 19/01/1989]',0.010,78.907,0.013,0.483
'[23:07:33.228 19/01/1989]',0.025,78.279,0.010,0.451
'[23:07:33.232 19/01/1989]',0.025,77.233,0.007,0.465
'[23:07:33.236 19/01/1989]',0.020,76.814,0.003,0.459
'[23:07:33.240 19/01/1989]',0.025,75.977,0.001,0.445
'[23:07:33.244 19/01/1989]',0.020,75.558,0.002,0.455
'[23:07:33.248 19/01/1989]',0.020,74.930,0.002,0.475
'[23:07:33.252 19/01/1989]',0.035,73.884,-0.001,0.449
'[23:07:33.256 19/01/1989]',0.030,73.256,0.000,0.488
'[23:07:33.260 19/01/1989]',0.035,72.419,0.003,0.445
'[23:07:33.264 19/01/1989]',0.040,72.209,0.007,0.474
'[23:07:33.268 19/01/1989]',0.040,70.744,0.009,0.461
'[23:07:33.272 19/01/1989]',0.045,70.535,0.011,0.449
'[23:07:33.276 19/01/1989]',0.040,69.698,0.014,0.449
'[23:07:33.280 19/01/1989]',0.040,68.860,0.014,0.446
'[23:07:33.284 19/01/1989]',0.040,68.442,0.014,0.441
'[23:07:33.288 19/01/1989]',0.050,67.605,0.012,0.435
'[23:07:33.292 19/01/1989]',0.050,67.605,0.011,0.433
'[23:07:33.296 19/01/1989]',0.065,67.186,0.008,0.441
'[23:07:33.300 19/01/1989]',0.030,66.140,0.009,0.461
'[23:07:33.304 19/01/1989]',0.050,65.721,0.008,0.441
'[23:07:33.308 19/01/1989]',0.055,65.930,0.004,0.458
'[23:07:33.312 19/01/1989]',0.035,65.302,0.002,0.458
'[23:07:33.316 19/01/1989]',0.045,65.093,0.001,0.442
'[23:07:33.320 19/01/1989]',0.060,64.465,0.001,0.441
'[23:07:33.324 19/01/1989]',0.050,64.674,-0.002,0.441
'[23:07:33.328 19/01/1989]',0.050,64.465,-0.002,0.433
'[23:07:33.332 19/01/1989]',0.050,64.046,-0.001,0.435
'[23:07:33.336 19/01/1989]',0.060,63.837,-0.002,0.430
'[23:07:33.340 19/01/1989]',0.065,64.256,0.001,0.429
'[23:07:33.344 19/01/1989]',0.055,63.837,0.005,0.430
'[23:07:33.348 19/01/1989]',0.060,63.837,0.007,0.459
'[23:07:33.352 19/01/1989]',0.060,64.256,0.005,0.452
'[23:07:33.356 19/01/1989]',0.065,63.837,0.007,0.452
'[23:07:33.360 19/01/1989]',0.060,64.046,0.009,0.452
'[23:07:33.364 19/01/1989]',0.065,64.674,0.009,0.452
'[23:07:33.368 19/01/1989]',0.065,64.465,0.007,0.423
'[23:07:33.372 19/01/1989]',0.050,64.674,0.006,0.441
'[23:07:33.376 19/01/1989]',0.055,65.093,0.003,0.435
'[23:07:33.380 19/01/1989]',0.060,65.302,0.001,0.436
'[23:07:33.384 19/01/1989]',0.060,65.721,-0.001,0.420
'[23:07:33.388 19/01/1989]',0.070,65.512,-0.004,0.425
'[23:07:33.392 19/01/1989]',0.070,66.140,-0.007,0.407
'[23:07:33.396 19/01/1989]',0.070,66.558,-0.012,0.417
'[23:07:33.400 19/01/1989]',0.075,66.349,-0.013,0.422
'[23:07:33.404 19/01/1989]',0.060,66.977,-0.012,0.445
'[23:07:33.408 19/01/1989]',0.065,67.186,-0.016,0.443
'[23:07:33.412 19/01/1989]',0.070,67.605,-0.019,0.429
'[23:07:33.416 19/01/1989]',0.065,68.023,-0.017,0.426
'[23:07:33.420 19/01/1989]',0.075,68.023,-0.016,0.420
'[23:07:33.424 19/01/1989]',0.070,68.651,-0.016,0.416
'[23:07:33.428 19/01/1989]',0.080,68.860,-0.012,0.406
'[23:07:33.432 19/01/1989]',0.075,68.860,-0.009,0.400
'[23:07:33.436 19/01/1989]',0.075,68.860,-0.009,0.397
'[23:07:33.440 19/01/1989]',0.080,68.860,-0.005,0.412
'[23:07:33.444 19/01/1989]',0.070,68.860,-0.002,0.419
'[23:07:33.448 19/01/1989]',0.080,68.442,-0.001,0.429
'[23:07:33.452 19/01/1989]',0.080,69.070,-0.001,0.441
'[23:07:33.456 19/01/1989]',0.070,69.070,-0.000,0.452
'[23:07:33.460 19/01/1989]',0.080,68.860,0.002,0.417
'[23:07:33.464 19/01/1989]',0.080,68.860,0.005,0.423
'[23:07:33.468 19/01/1989]',0.090,69.070,0.004,0.417
'[23:07:33.472 19/01/1989]',0.085,68.860,0.004,0.409
'[23:07:33.476 19/01/1989]',0.095,69.070,0.004,0.394
'[23:07:33.480 19/01/1989]',0.100,68.860,0.001,0.399
'[23:07:33.484 19/01/1989]',0.095,68.860,-0.000,0.396
'[23:07:33.488 19/01/1989]',0.100,68.023,-0.002,0.412
'[23:07:33.492 19/01/1989]',0.100,68.023,-0.006,0.417
'[23:07:33.496 19/01/1989]',0.105,67.814,-0.009,0.430
'[23:07:33.500 19/01/1989]',0.110,68.023,-0.009,0.420
'[23:07:33.504 19/01/1989]',0.125,67.605,-0.010,0.412
'[23:07:33.508 19/01/1989]',0.130,67.395,-0.012,0.412
'[23:07:33.512 19/01/1989]',0.145,67.186,-0.015,0.412
'[23:07:33.516 19/01/1989]',0.120,67.186,-0.014,0.406
'[23:07:33.520 19/01/1989]',0.130,66.349,-0.014,0.400
'[23:07:33.524 19/01/1989]',0.110,66.558,-0.016,0.399
'[23:07:33.528 19/01/1989]',0.105,66.140,-0.014,0.384
'[23:07:33.532 19/01/1989]',0.120,65.093,-0.015,0.378
'[23:07:33.536 19/01/1989]',0.115,65.512,-0.016,0.371
'[23:07:33.540 19/01/1989]',0.095,65.093,-0.013,0.383
'[23:07:33.544 19/01/1989]',0.100,64.674,-0.008,0.384
'[23:07:33.548 19/01/1989]',0.100,64.465,-0.006,0.406
'[23:07:33.552 19/01/1989]',0.100,64.046,-0.005,0.403
'[23:07:33.556 19/01/1989]',0.080,63.837,-0.003,0.406
'[23:07:33.560 19/01/1989]',0.075,63.209,-0.000,0.388
'[23:07:33.564 19/01/1989]',0.065,63.000,-0.000,0.399
'[23:07:33.568 19/01/1989]',0.065,63.000,0.001,0.383
'[23:07:33.572 19/01/1989]',0.060,62.581,0.002,0.371
'[23:07:33.576 19/01/1989]',0.065,61.953,0.005,0.383
'[23:07:33.580 19/01/1989]',0.060,61.326,0.005,0.383
'[23:07:33.584 19/01/1989]',0.060,61.116,0.005,0.372
'[23:07:33.588 19/01/1989]',0.065,60.907,0.006,0.399
'[23:07:33.592 19/01/1989]',0.060,60.698,0.005,0.380
'[23:07:33.596 19/01/1989]',0.070,60.279,0.004,0.390
'[23:07:33.600 19/01/1989]',0.070,59.651,0.002,0.397
'[23:07:33.604 19/01/1989]',0.060,59.442,0.005,0.401
'[23:07:33.608 19/01/1989]',0.065,59.651,-0.000,0.388
'[23:07:33.612 19/01/1989]',0.080,58.814,-0.002,0.374
'[23:07:33.616 19/01/1989]',0.080,58.395,-0.001,0.378
'[23:07:33.620 19/01/1989]',0.070,58.605,-0.001,0.372
'[23:07:33.624 19/01/1989]',0.080,57.977,-0.002,0.359
'[23:07:33.628 19/01/1989]',0.080,57.977,-0.002,0.378
'[23:07:33.632 19/01/1989]',0.075,57.140,-0.004,0.359
'[23:07:33.636 19/01/1989]',0.120,56.930,-0.006,0.365
'[23:07:33.640 19/01/1989]',0.140,56.302,-0.006,0.390
'[23:07:33.644 19/01/1989]',0.190,56.093,-0.001,0.387
'[23:07:33.648 19/01/1989]',0.310,56.093,0.002,0.386
'[23:07:33.652 19/01/1989]',0.450,55.465,0.008,0.388
'[23:07:33.656 19/01/1989]',0.665,55.465,0.018,0.367
'[23:07:33.660 19/01/1989]',0.860,55.256,0.025,0.359
'[23:07:33.664 19/01/1989]',0.975,54.837,0.027,0.359
'[23:07:33.668 19/01/1989]',0.815,54.628,0.019,0.365
'[23:07:33.672 19/01/1989]',0.520,54.628,0.005,0.355
'[23:07:33.676 19/01/1989]',0.125,54.419,-0.008,0.352
'[23:07:33.680 19/01/1989]',-0.225,54.419,-0.014,0.383
'[23:07:33.684 19/01/1989]',-0.350,54.209,-0.016,0.359
'[23:07:33.688 19/01/1989]',-0.365,53.372,-0.013,0.380
'[23:07:33.692 19/01/1989]',-0.250,53.791,-0.011,0.375
'[23:07:33.696 19/01/1989]',-0.145,53.372,-0.011,0.399
'[23:07:33.700 19/01/1989]',-0.085,53.163,-0.007,0.375
'[23:07:33.704 19/01/1989]',-0.035,52.953,-0.003,0.386
'[23:07:33.708 19/01/1989]',0.015,53.163,-0.005,0.388
'[23:07:33.712 19/01/1989]',0.040,52.953,-0.006,0.388
'[23:07:33.716 19/01/1989]',0.060,52.744,-0.003,0.365
'[23:07:33.720 19/01/1989]',0.070,52.953,-0.004,0.365
'[23:07:33.724 19/01/1989]',0.060,52.953,-0.002,0.368
'[23:07:33.728 19/01/1989]',0.065,52.535,0.003,0.359
'[23:07:33.732 19/01/1989]',0.070,52.326,0.007,0.377
'[23:07:33.736 19/01/1989]',0.065,52.535,0.011,0.368
'[23:07:33.740 19/01/1989]',0.080,52.116,0.017,0.377
'[23:07:33.744 19/01/1989]',0.090,52.116,0.026,0.383
'[23:07:33.748 19/01/1989]',0.080,51.907,0.029,0.401
'[23:07:33.752 19/01/1989]',0.080,51.907,0.031,0.387
'[23:07:33.756 19/01/1989]',0.095,51.698,0.033,0.378
'[23:07:33.760 19/01/1989]',0.100,51.070,0.035,0.365
'[23:07:33.764 19/01/1989]',0.105,51.279,0.035,0.374
'[23:07:33.768 19/01/1989]',0.100,51.698,0.033,0.372
'[23:07:33.772 19/01/1989]',0.095,51.488,0.031,0.361
'[23:07:33.776 19/01/1989]',0.120,51.279,0.031,0.361
'[23:07:33.780 19/01/1989]',0.095,51.279,0.029,0.368
'[23:07:33.784 19/01/1989]',0.115,51.070,0.029,0.352
'[23:07:33.788 19/01/1989]',0.120,50.442,0.029,0.377
'[23:07:33.792 19/01/1989]',0.115,51.070,0.029,0.378
'[23:07:33.796 19/01/1989]',0.105,51.279,0.028,0.388
'[23:07:33.800 19/01/1989]',0.120,50.442,0.029,0.384
'[23:07:33.804 19/01/1989]',0.115,50.651,0.030,0.372
'[23:07:33.808 19/01/1989]',0.125,50.651,0.027,0.367
'[23:07:33.812 19/01/1989]',0.120,50.233,0.024,0.375
'[23:07:33.816 19/01/1989]',0.140,50.442,0.025,0.365
'[23:07:33.820 19/01/1989]',0.120,50.442,0.025,0.368
'[23:07:33.824 19/01/1989]',0.140,50.233,0.023,0.354
'[23:07:33.828 19/01/1989]',0.140,50.442,0.022,0.371
'[23:07:33.832 19/01/1989]',0.135,50.023,0.019,0.372
'[23:07:33.836 19/01/1989]',0.140,50.651,0.014,0.365
'[23:07:33.840 19/01/1989]',0.140,50.860,0.014,0.361
'[23:07:33.844 19/01/1989]',0.140,51.488,0.014,0.362
'[23:07:33.848 19/01/1989]',0.155,51.907,0.013,0.383
'[23:07:33.852 19/01/1989]',0.165,53.791,0.007,0.374
'[23:07:33.856 19/01/1989]',0.175,54.837,0.006,0.384
'[23:07:33.860 19/01/1989]',0.175,57.140,0.005,0.372
'[23:07:33.864 19/01/1989]',0.180,59.860,0.005,0.370
'[23:07:33.868 19/01/1989]',0.185,61.744,0.004,0.365
'[23:07:33.872 19/01/1989]',0.200,64.256,0.005,0.362
'[23:07:33.876 19/01/1989]',0.210,66.977,0.006,0.342
'[23:07:33.880 19/01/1989]',0.215,69.907,0.008,0.351
'[23:07:33.884 19/01/1989]',0.225,73.046,0.007,0.358
'[23:07:33.888 19/01/1989]',0.220,76.814,0.007,0.377
'[23:07:33.892 19/01/1989]',0.225,80.581,0.004,0.375
'[23:07:33.896 19/01/1989]',0.240,83.930,-0.000,0.394
'[23:07:33.900 19/01/1989]',0.230,87.907,-0.002,0.399
'[23:07:33.904 19/01/1989]',0.225,92.512,-0.004,0.384
'[23:07:33.908 19/01/1989]',0.240,96.488,-0.009,0.371
'[23:07:33.912 19/01/1989]',0.240,100.046,-0.013,0.371
'[23:07:33.916 19/01/1989]',0.230,103.814,-0.015,0.374
'[23:07:33.920 19/01/1989]',0.225,107.581,-0.016,0.374
'[23:07:33.924 19/01/1989]',0.230,110.721,-0.020,0.374
'[23:07:33.928 19/01/1989]',0.220,114.070,-0.021,0.378
'[23:07:33.932 19/01/1989]',0.225,116.372,-0.023,0.383
'[23:07:33.936 19/01/1989]',0.215,118.465,-0.026,0.377
'[23:07:33.940 19/01/1989]',0.215,119.930,-0.026,0.388
'[23:07:33.944 19/01/1989]',0.195,120.767,-0.026,0.397
'[23:07:33.948 19/01/1989]',0.190,121.186,-0.027,0.403
'[23:07:33.952 19/01/1989]',0.175,122.233,-0.030,0.403
'[23:07:33.956 19/01/1989]',0.165,121.395,-0.029,0.407
'[23:07:33.960 19/01/1989]',0.140,121.186,-0.031,0.383
'[23:07:33.964 19/01/1989]',0.125,120.349,-0.031,0.388
'[23:07:33.968 19/01/1989]',0.120,118.884,-0.032,0.380
'[23:07:33.972 19/01/1989]',0.100,117.628,-0.033,0.377
'[23:07:33.976 19/01/1989]',0.085,115.953,-0.031,0.364
'[23:07:33.980 19/01/1989]',0.075,114.698,-0.031,0.384
'[23:07:33.984 19/01/1989]',0.045,112.395,-0.030,0.384
'[23:07:33.988 19/01/1989]',0.040,110.721,-0.028,0.383
'[23:07:33.992 19/01/1989]',0.040,109.256,-0.030,0.403
'[23:07:33.996 19/01/1989]',0.035,107.581,-0.029,0.393
'[23:07:34.000 19/01/1989]',0.020,105.488,-0.027,0.384
'[23:07:34.004 19/01/1989]',0.020,103.605,-0.026,0.391
'[23:07:34.008 19/01/1989]',0.010,101.721,-0.026,0.383
'[23:07:34.012 19/01/1989]',0.015,100.256,-0.029,0.374
'[23:07:34.016 19/01/1989]',0.005,98.163,-0.028,0.361
'[23:07:34.020 19/01/1989]',0.020,96.488,-0.030,0.380
'[23:07:34.024 19/01/1989]',0.010,95.023,-0.033,0.349
'[23:07:34.028 19/01/1989]',0.005,93.977,-0.034,0.384
'[23:07:34.032 19/01/1989]',-0.000,92.302,-0.040,0.365
'[23:07:34.036 19/01/1989]',0.015,90.628,-0.045,0.399
'[23:07:34.040 19/01/1989]',-0.000,89.581,-0.047,0.388
'[23:07:34.044 19/01/1989]',0.005,88.744,-0.050,0.381
'[23:07:34.048 19/01/1989]',0.015,87.488,-0.050,0.388
'[23:07:34.052 19/01/1989]',0.015,86.023,-0.053,0.377
'[23:07:34.056 19/01/1989]',0.010,85.186,-0.055,0.403
'[23:07:34.060 19/01/1989]',0.005,84.139,-0.055,0.367
'[23:07:34.064 19/01/1989]',0.025,83.302,-0.055,0.367
'[23:07:34.068 19/01/1989]',0.020,82.465,-0.056,0.348
'[23:07:34.072 19/01/1989]',0.020,81.419,-0.055,0.368
'[23:07:34.076 19/01/1989]',0.035,81.000,-0.051,0.348
'[23:07:34.080 19/01/1989]',0.010,80.163,-0.049,0.375
'[23:07:34.084 19/01/1989]',0.025,79.535,-0.048,0.377
'[23:07:34.088 19/01/1989]',0.020,78.488,-0.046,0.354
'[23:07:34.092 19/01/1989]',0.025,77.860,-0.045,0.387
'[23:07:34.096 19/01/1989]',0.030,77.442,-0.047,0.351
'[23:07:34.100 19/01/1989]',0.030,76.605,-0.047,0.377
'[23:07:34.104 19/01/1989]',0.030,76.395,-0.047,0.346
'[23:07:34.108 19/01/1989]',0.020,75.558,-0.052,0.354
'[23:07:34.112 19/01/1989]',0.045,74.721,-0.055,0.357
'[23:07:34.116 19/01/1989]',0.035,73.674,-0.053,0.341
'[23:07:34.120 19/01/1989]',0.030,73.256,-0.055,0.330
'[23:07:34.124 19/01/1989]',0.020,72.837,-0.056,0.320
'[23:07:34.128 19/01/1989]',0.040,72.000,-0.055,0.336
'[23:07:34.132 19/01/1989]',0.040,71.372,-0.055,0.372
'[23:07:34.136 19/01/1989]',0.030,71.163,-0.059,0.348
'[23:07:34.140 19/01/1989]',0.025,70.326,-0.059,0.357
'[23:07:34.144 19/01/1989]',0.040,69.698,-0.058,0.364
'[23:07:34.148 19/01/1989]',0.030,68.860,-0.058,0.352
'[23:07:34.152 19/01/1989]',0.050,68.860,-0.058,0.358
'[23:07:34.156 19/01/1989]',0.050,68.442,-0.057,0.336
'[23:07:34.160 19/01/1989]',0.040,67.186,-0.052,0.325
'[23:07:34.164 19/01/1989]',0.045,67.395,-0.051,0.336
'[23:07:34.168 19/01/1989]',0.060,67.186,-0.050,0.329
'[23:07:34.172 19/01/1989]',0.050,66.558,-0.046,0.336
'[23:07:34.176 19/01/1989]',0.045,66.349,-0.044,0.322
'[23:07:34.180 19/01/1989]',0.055,65.930,-0.042,0.330
'[23:07:34.184 19/01/1989]',0.040,65.512,-0.039,0.333
'[23:07:34.188 19/01/1989]',0.040,65.512,-0.039,0.355
'[23:07:34.192 19/01/1989]',0.060,65.093,-0.035,0.342
'[23:07:34.196 19/01/1989]',0.040,65.302,-0.035,0.335
'[23:07:34.200 19/01/1989]',0.050,65.302,-0.033,0.338
'[23:07:34.204 19/01/1989]',0.055,64.884,-0.030,0.352
'[23:07:34.208 19/01/1989]',0.040,65.512,-0.032,0.329
'[23:07:34.212 19/01/1989]',0.050,65.302,-0.035,0.310
